1375240	2025-04-30 06:54:21	88.999780000000001	88.889539999999997	5.8500069999999997	5.8498450000000002	27.29993	28.009260000000001	447.58300000000003	1004.167	0.028935180000000001	652.19910000000004	1.26	5.0251739999999998	1318.2349999999999	0.49343799999999999	581.09319000000005	19.314240000000002	28.428820000000002	0	1480.9449999999999	140.2345	175.1157	147.22219999999999	334.375	null	207.251	834.44560000000001	0	0	null	1.012731	106.71299999999999	10.50347	0	69.473380000000006	-1.464121	1650	453.99489999999997	17.029890000000002	173.3287	0	349.30560000000003	338.71530000000001	325.34719999999999	528.90629999999999	800.69449999999995	816.66669999999999	-5.1605910000000002	0.002314815	3.6342590000000001	2.7021480000000002	52.143169999999998	55.237270000000002	54.542819999999999	0.17361109999999999	100	10.17188	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	28.356480000000001	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	805.10990000000004	58.850769999999997	603.73649999999998	0	null	null	null	1.51	null	0	1	1	0	1	446.08676400000002	1	1.220191	-0.13278699999999999	1.0874029999999999	0	2.2871380000000001	2.2871380000000001	1.0874029999999999	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	27.29993	27.219930000000002	-26.848095000000001	1002.951305	0	651.44390899999996	1.0874029999999999	5.091183	528.86404700000003	1300.732966	603.88911900000005	518.87511500000005	0.55257400000000001	0.44444400000000001	0	0	150	9.75	0	0	40	9.7916019999999993	48.417633000000002	100	10	49.918860000000002	0	100	0.086146	5.091183	88.999780000000001	803.851449	-600618.96126100002	-26.848095000000001	1002.951305	0	651.47024399999998	1.0874029999999999	5.09246	528.86404700000003	1300.732966	518.87256200000002	0.55257400000000001	0.44444400000000001	0	0	150	9.75	0	0	40	9.7916019999999993	48.415081000000001	100	10	49.918860000000002	0	100	0.086146	5.09246	88.999780000000001	803.851449	-600618.95870800002	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375241	2025-04-30 06:54:51	88.999780000000001	88.358549999999994	5.8500069999999997	5.8510799999999996	27.219930000000002	28.009260000000001	466.46910000000003	1004.167	0.027199069999999999	681.13430000000005	1.26	5.0130210000000002	1325.7070000000001	0.491201	585.59214499999996	20.442710000000002	28.146699999999999	0	1482.8099999999999	140.35749999999999	175.1157	147.22219999999999	334.375	null	205.42500000000001	834.44560000000001	0	0	null	1.012731	106.9444	10.517939999999999	0	69.61806	-1.5162040000000001	1650	464.04820000000001	16.105830000000001	172.6574	0	349.30560000000003	338.54169999999999	324.82639999999998	529.16660000000002	800.34730000000002	816.66669999999999	-5.2387160000000002	0.002314815	3.651621	2.698242	52.143169999999998	54.832180000000001	54.542819999999999	0.17361109999999999	100	10.177949999999999	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	31.394680000000001	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	804.66369999999995	58.515599999999999	604.80139999999994	0	null	null	null	1.51	null	0	1	1	0	1	446.49580900000001	1	1.217204	-0.13278699999999999	1.084416	0	2.2010900000000002	2.2010900000000002	1.084416	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	27.219930000000002	27.13993	-24.535164999999999	1002.8915479999999	0	681.15994999999998	1.084416	5.0771160000000002	528.96484199999998	1303.480501	603.75168799999994	518.90769499999999	0.55181100000000005	0.44444400000000001	0	0	150	9.75	0	0	40	9.7896110000000007	48.445768000000001	100	10	49.92606	0	100	0.086146	5.0771160000000002	88.999780000000001	803.851449	-600618.99384100002	-24.535164999999999	1002.8915479999999	0	681.18626800000004	1.084416	5.078392	528.96484199999998	1303.480501	518.90514199999996	0.55181100000000005	0.44444400000000001	0	0	150	9.75	0	0	40	9.7896110000000007	48.443216	100	10	49.92606	0	100	0.086146	5.078392	88.999780000000001	803.851449	-600618.99128800002	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375242	2025-04-30 06:55:21	88.999780000000001	89.412930000000003	5.8500069999999997	5.8503850000000002	27.13993	28.009260000000001	440.71530000000001	1003.8200000000001	0.02835648	684.02779999999996	1.26	5.0373260000000002	1332.932	0.49627199999999999	589.84841900000004	20.507809999999999	28.515630000000002	0	1480.9449999999999	139.28639999999999	175.1157	147.10650000000001	334.4907	null	206.42099999999999	834.44560000000001	0	0	null	1.012731	107.06019999999999	10.50347	0	69.44444	-1.4930559999999999	1650	458.67680000000001	16.875679999999999	173.46299999999999	0	349.13200000000001	338.36810000000003	324.65280000000001	529.9479	800.00009999999997	816.31949999999995	-5.2473960000000002	0.002314815	3.671875	2.7025389999999998	52.143169999999998	54.976849999999999	54.542819999999999	0.17361109999999999	100	10.190099999999999	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	29.658570000000001	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	800.02790000000005	59.119109999999999	605.51840000000004	0	null	null	null	1.51	null	0	1	1	0	1	447.19010900000001	1	1.2148639999999999	-0.13278699999999999	1.082077	0	2.3375499999999998	2.3375499999999998	1.082077	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	27.13993	27.059930000000001	-27.931721	1002.485948	0	682.03640600000006	1.082077	5.0995730000000004	529.55680900000004	1300.690128	605.07901600000002	518.90427899999997	0.55258600000000002	0.44444400000000001	0	0	150	9.75	0	0	40	9.7880509999999994	48.400854000000002	100	10	49.968344000000002	0	100	0.086146	5.0995730000000004	88.999780000000001	803.851449	-600618.99042499997	-27.931721	1002.485948	0	682.06276800000001	1.082077	5.1008500000000003	529.55680900000004	1300.690128	518.90172600000005	0.55258600000000002	0.44444400000000001	0	0	150	9.75	0	0	40	9.7880509999999994	48.398300999999996	100	10	49.968344000000002	0	100	0.086146	5.1008500000000003	88.999780000000001	803.851449	-600618.98787199997	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375243	2025-04-30 06:55:52	88.999780000000001	89.066980000000001	5.8500069999999997	5.8503259999999999	27.059930000000001	28.009260000000001	435.20940000000002	1003.472	0.027199069999999999	682.87040000000002	1.26	5.0251739999999998	1299.6120000000001	0.49424499999999999	593.88067699999999	20.48611	29.188369999999999	0	1484.675	138.90960000000001	175	147.10650000000001	334.375	null	207.16800000000001	834.44560000000001	0	0	null	1.3020830000000001	106.4815	10.54688	0	69.212959999999995	-1.4988429999999999	1650	457.53809999999999	19.103670000000001	172.99299999999999	0	348.95830000000001	338.02080000000001	324.47919999999999	529.9479	800.00009999999997	816.31949999999995	-5.1909720000000004	0.0011574070000000001	3.7065969999999999	2.703125	52.143169999999998	54.658569999999997	54.542819999999999	0.17361109999999999	100	10.238720000000001	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	28.21181	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	803.13850000000002	58.984749999999998	605.96749999999997	0	null	null	null	1.51	null	0	1	1	0	1	447.281609	1	1.2164429999999999	-0.13278699999999999	1.083655	0	2.388563	2.388563	1.083655	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	27.059930000000001	26.97993	-27.025410999999998	1002.084703	0	680.98889599999995	1.083655	5.085477	529.34371599999997	1301.81068	602.98331099999996	518.91799200000003	0.55227499999999996	0.44444400000000001	0	0	150	9.75	0	0	40	9.789104	48.429046999999997	100	10	49.953122999999998	0	100	0.086146	5.085477	88.999780000000001	803.851449	-600619.00413799996	-27.025410999999998	1002.084703	0	681.01525500000002	1.083655	5.0867529999999999	529.34371599999997	1301.81068	518.91543899999999	0.55227499999999996	0.44444400000000001	0	0	150	9.75	0	0	40	9.789104	48.426493999999998	100	10	49.953122999999998	0	100	0.086146	5.0867529999999999	88.999780000000001	803.851449	-600619.00158599997	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375244	2025-04-30 06:56:22	88.999780000000001	88.670879999999997	5.8500069999999997	5.8525879999999999	26.97993	26.273150000000001	459.42380000000003	1003.125	0.027199069999999999	680.55550000000005	1.26	5.0859379999999996	1317.662	0.49258000000000002	597.72625500000004	21.419270000000001	29.101559999999999	0	1482.8099999999999	139.97649999999999	175	147.10650000000001	334.14350000000002	null	206.91900000000001	834.44560000000001	0	0	null	1.012731	106.4815	10.489000000000001	0	69.068280000000001	-1.521992	1650	459.63900000000001	17.21716	171.31479999999999	0	348.95830000000001	338.02080000000001	324.47919999999999	529.9479	800.00009999999997	816.31949999999995	-5.2777779999999996	0.0028935190000000002	3.7471070000000002	2.7001949999999999	52.143169999999998	54.861109999999996	54.542819999999999	0.17361109999999999	100	10.23264	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	27.488430000000001	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	807.21299999999997	58.722430000000003	606.8759	0	null	null	null	1.51	null	0	1	1	0	1	447.217018	1	1.2124159999999999	-0.13278699999999999	1.0796289999999999	0	2.2260680000000002	2.2260680000000002	1.0796289999999999	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.97993	26.899930000000001	-26.232064999999999	1001.6918930000001	0	678.81084399999997	1.0796289999999999	5.1433730000000004	529.13661100000002	1302.2048749999999	603.70724600000005	518.78461100000004	0.55216500000000002	0.44444400000000001	0	0	150	9.75	0	0	40	9.7864190000000004	48.313253000000003	100	10	49.938329000000003	0	100	0.086146	5.1433730000000004	88.999780000000001	803.851449	-600618.87075799995	-26.232064999999999	1001.6918930000001	0	678.83720000000005	1.0796289999999999	5.1446500000000004	529.13661100000002	1302.2048749999999	518.782059	0.55216500000000002	0.44444400000000001	0	0	150	9.75	0	0	40	9.7864190000000004	48.310701000000002	100	10	49.938329000000003	0	100	0.086146	5.1446500000000004	88.999780000000001	803.851449	-600618.86820499995	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375245	2025-04-30 06:56:52	88.999780000000001	88.544989999999999	5.8500069999999997	5.8502260000000001	26.899930000000001	26.273150000000001	435.26859999999999	1002.431	0.02835648	670.71759999999995	1.26	5.1345489999999998	1315.556	0.49220199999999997	601.25448100000006	20.822479999999999	26.82292	0	1485.1410000000001	140.2647	175	146.9907	334.25920000000002	null	205.67400000000001	834.44560000000001	0	0	null	1.3020830000000001	106.5972	10.50347	0	69.212959999999995	-1.608797	1650	463.27359999999999	16.65213	172.92590000000001	0	348.95830000000001	338.02080000000001	324.13200000000001	529.6875	800.00009999999997	816.66669999999999	-5.1388889999999998	0.0011574070000000001	3.7789350000000002	2.6984370000000002	52.143169999999998	56.423609999999996	54.542819999999999	0.17361109999999999	100	10.238720000000001	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	30.38194	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	807.75019999999995	58.639069999999997	607.31449999999995	0	null	null	null	1.51	null	0	1	1	0	1	447.47536400000001	1	1.211401	-0.13278699999999999	1.078613	0	2.3879570000000001	2.3879570000000001	1.078613	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.899930000000001	26.819929999999999	-25.831892	1000.947426	0.0070829999999999999	667.211186	1.078613	5.1888420000000002	528.64539300000001	1302.3771389999999	604.00752499999999	518.69327999999996	0.55211699999999997	0.44444400000000001	0	0	150	9.7854170000000007	0	0	40	9.7857420000000008	48.222316999999997	100	10	49.903241999999999	0	100	0.086146	5.1888420000000002	88.999780000000001	803.851449	-600618.77942699997	-25.831892	1000.947426	0.0062379999999999996	667.23757899999998	1.078613	5.190118	528.64539300000001	1302.3771389999999	518.68650300000002	0.55211699999999997	0.44444400000000001	0	0	150	9.7811920000000008	0	0	40	9.7857420000000008	48.219763999999998	100	10	49.903241999999999	0	100	0.086146	5.190118	88.999780000000001	803.851449	-600618.77265000006	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375246	2025-04-30 06:57:22	88.999780000000001	88.958789999999993	5.8500069999999997	5.8527519999999997	26.819929999999999	26.273150000000001	434.91329999999999	1001.736	0.030092589999999999	665.50930000000005	1.26	5.0190970000000004	1312.1980000000001	0.493751	604.91338399999995	21.028649999999999	27.60417	0	1482.8099999999999	139.8708	174.8843	147.10650000000001	334.14350000000002	null	206.66999999999999	834.44560000000001	0	0	null	1.3020830000000001	106.5972	10.50347	0	69.068280000000001	-1.3831020000000001	1650	456.64749999999998	18.078869999999998	173.1944	0	348.78469999999999	338.02080000000001	323.78469999999999	529.9479	800.00009999999997	817.36109999999996	-5.234375	0.002314815	3.761574	2.7025389999999998	52.143169999999998	55.613430000000001	54.542819999999999	0.17361109999999999	100	10.190099999999999	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	28.935179999999999	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	804.74180000000001	58.879539999999999	607.34649999999999	0	null	null	null	1.51	null	0	1	1	0	1	446.94252699999998	1	1.210791	-0.13278699999999999	1.078004	0	2.3916170000000001	2.3916170000000001	1.078004	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.819929999999999	26.739930000000001	-26.130547	1000.202199	0.015945999999999998	662.86465499999997	1.078004	5.0700310000000002	528.67486099999996	1302.226604	601.74688100000003	518.97695599999997	0.55215899999999996	0.44444400000000001	0	0	150	9.8297299999999996	0	0	40	9.7853359999999991	48.459938999999999	100	10	49.905346999999999	0	100	0.086146	5.0700310000000002	88.999780000000001	803.851449	-600619.06310200004	-26.130547	1000.202199	0.015112	662.891029	1.078004	5.071307	528.67486099999996	1302.226604	518.97023200000001	0.55215899999999996	0.44444400000000001	0	0	150	9.8255590000000002	0	0	40	9.7853359999999991	48.457386	100	10	49.905346999999999	0	100	0.086146	5.071307	88.999780000000001	803.851449	-600619.05637799995	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375247	2025-04-30 06:57:52	88.999780000000001	88.871200000000002	5.8500069999999997	5.8490149999999996	26.739930000000001	26.273150000000001	451.07600000000002	1001.736	0.028935180000000001	660.30089999999996	1.26	4.9340279999999996	1324.7260000000001	0.49354999999999999	608.46027700000002	21.52778	28.754339999999999	0	1482.8099999999999	139.30549999999999	174.8843	147.10650000000001	334.02780000000001	null	207.666	834.44560000000001	0	0	null	1.012731	106.4815	10.50347	0	68.894679999999994	-1.452547	1650	457.90140000000002	17.07508	171.58330000000001	0	348.78469999999999	338.02080000000001	323.78469999999999	530.20830000000001	800.00009999999997	817.36109999999996	-5.1736110000000002	0.002314815	3.7471070000000002	2.700977	52.143169999999998	55.873840000000001	54.542819999999999	0.17361109999999999	100	10.15972	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	27.633099999999999	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	804.87800000000004	58.8551	606.05719999999997	0	null	null	null	1.51	null	0	1	1	0	1	445.973727	1	1.2062409999999999	-0.13278699999999999	1.0734539999999999	0	2.2661389999999999	2.2661389999999999	1.0734539999999999	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.739930000000001	26.659929999999999	-25.871046	1000.155681	0.020222	657.63831400000004	1.0734539999999999	4.9813179999999999	528.74002499999995	1302.342408	601.12582099999997	519.17735200000004	0.55212700000000003	0.44444400000000001	0	0	150	9.8511120000000005	0	0	40	9.7823019999999996	48.637363999999998	100	10	49.910001999999999	0	100	0.086146	4.9813179999999999	88.999780000000001	803.851449	-600619.26349799999	-25.871046	1000.155681	0.019396	657.66468899999995	1.0734539999999999	4.9825939999999997	528.74002499999995	1302.342408	519.17066899999998	0.55212700000000003	0.44444400000000001	0	0	150	9.8469820000000006	0	0	40	9.7823019999999996	48.634811999999997	100	10	49.910001999999999	0	100	0.086146	4.9825939999999997	88.999780000000001	803.851449	-600619.25681599998	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375248	2025-04-30 06:58:22	88.999780000000001	88.943700000000007	5.8500069999999997	5.8498710000000003	26.659929999999999	26.273150000000001	438.88	1001.389	0.029513890000000001	654.51390000000004	1.26	4.8914929999999996	1305.4880000000001	0.49395299999999998	611.80182600000001	20.95269	29.535589999999999	0	1482.8099999999999	139.49299999999999	175	146.875	334.14350000000002	null	206.172	834.44560000000001	0	0	null	1.012731	106.4815	10.54688	0	68.807869999999994	-1.4062509999999999	1650	459.2722	16.409990000000001	172.8588	0	348.78469999999999	338.36810000000003	323.61110000000002	530.9896	800.69449999999995	817.70839999999998	-5.0130210000000002	0.0052083329999999999	3.7181709999999999	2.700977	52.143169999999998	54.311340000000001	54.542819999999999	0.17361109999999999	100	10.15972	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	27.199069999999999	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	803.89840000000004	58.938459999999999	604.63419999999996	0	null	null	null	1.51	null	0	1	1	0	1	446.47965499999998	1	1.206278	-0.13278699999999999	1.073491	0	2.3533940000000002	2.3533940000000002	1.073491	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.659929999999999	26.579930000000001	-27.017416999999998	999.75944600000003	0.025054	650.91260799999998	1.073491	4.9342959999999998	529.35693300000003	1300.5519770000001	599.34141	519.34014300000001	0.552624	0.44444400000000001	0	0	150	9.8752720000000007	0	0	40	9.7823270000000004	48.731408000000002	100	10	49.954067000000002	0	100	0.086146	4.9342959999999998	88.999780000000001	803.851449	-600619.42628999997	-27.017416999999998	999.75944600000003	0.024235	650.93900199999996	1.073491	4.9355719999999996	529.35693300000003	1300.5519770000001	519.33349399999997	0.552624	0.44444400000000001	0	0	150	9.8711749999999991	0	0	40	9.7823270000000004	48.728856	100	10	49.954067000000002	0	100	0.086146	4.9355719999999996	88.999780000000001	803.851449	-600619.41963999998	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375249	2025-04-30 06:58:52	88.999780000000001	88.813519999999997	5.8500069999999997	5.8468749999999998	26.579930000000001	26.273150000000001	434.14370000000002	1000.6950000000001	0.029513890000000001	648.7269	1.26	4.8914929999999996	1298.116	0.49290899999999999	615.05003499999998	21.636289999999999	28.29861	0	1482.8099999999999	139.72280000000001	174.76849999999999	146.875	334.25920000000002	null	207.00200000000001	834.44560000000001	0	0	null	1.012731	106.71299999999999	10.50347	0	68.692130000000006	-1.3541669999999999	1650	456.75029999999998	17.409590000000001	172.92590000000001	0	348.78469999999999	338.36810000000003	323.61110000000002	531.25	800.69449999999995	817.70839999999998	-5.2473960000000002	0.0034722220000000001	3.7152780000000001	2.702734	52.143169999999998	55.46875	67.332179999999994	2.5752320000000002	100	10.141489999999999	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	29.224540000000001	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	805.51419999999996	58.816899999999997	630.68330000000003	0	null	null	null	1.51	null	0	1	1	0	1	443.97155500000002	1	1.205813	-0.13278699999999999	1.0730249999999999	0	2.399715	2.399715	1.0730249999999999	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.579930000000001	26.499929999999999	-25.990431999999998	999.01291300000003	0.028257000000000001	646.22645799999998	1.0730249999999999	4.9299189999999999	529.47330999999997	1300.6448109999999	624.03079400000001	519.37288599999999	0.55259899999999995	0.44444400000000001	0	0	150	9.8912859999999991	0	0	40	9.7820169999999997	48.740161000000001	100	10	49.962378999999999	0	100	0.086146	4.9299189999999999	88.999780000000001	803.851449	-600619.45903300005	-25.990431999999998	999.01291300000003	0.027442999999999999	646.25282900000002	1.0730249999999999	4.9311949999999998	529.47330999999997	1300.6448109999999	519.36626100000001	0.55259899999999995	0.44444400000000001	0	0	150	9.8872129999999991	0	0	40	9.7820169999999997	48.737608999999999	100	10	49.962378999999999	0	100	0.086146	4.9311949999999998	88.999780000000001	803.851449	-600619.45240800001	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375250	2025-04-30 06:59:22	88.999780000000001	89.088939999999994	5.8500069999999997	5.8495939999999997	26.499929999999999	26.273150000000001	455.81240000000003	1000.347	0.029513890000000001	642.93979999999999	1.26	4.89757	1310.5830000000001	0.49461699999999997	617.98089000000004	20.844180000000001	28.29861	0	1484.2080000000001	139.36500000000001	174.76849999999999	146.7593	334.25920000000002	null	206.42099999999999	834.44560000000001	0	0	null	1.012731	106.3657	10.50347	0	68.518519999999995	-1.452547	1650	464.80689999999998	17.211819999999999	175.4768	0	348.78469999999999	338.54169999999999	323.61110000000002	531.5104	800.69449999999995	817.70839999999998	-5.2126739999999998	0.0034722220000000001	3.7008100000000002	2.7017579999999999	52.143169999999998	55.90278	66.579859999999996	3.3275459999999999	100	10.153650000000001	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	27.633099999999999	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	802.61379999999997	58.999299999999998	697.69979999999998	0	null	null	null	1.51	null	0	1	1	0	1	445.40859999999998	1	1.200998	-0.13278699999999999	1.0682100000000001	0	2.2418230000000001	2.2418230000000001	1.0682100000000001	1.26	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.499929999999999	26.419930000000001	-26.517880999999999	998.60608400000001	0.030556	641.84168099999999	1.0682100000000001	4.9313339999999997	529.61492599999997	1298.961301	691.98949600000003	519.38892399999997	0.55306599999999995	0.44444400000000001	0	0	150	9.9027790000000007	0	0	40	9.7788070000000005	48.737332000000002	100	10	49.972495000000002	0	100	0.086146	4.9313339999999997	88.999780000000001	803.851449	-600619.47507000004	-26.517880999999999	998.60608400000001	0.029745000000000001	641.868022	1.0682100000000001	4.9326100000000004	529.61492599999997	1298.961301	519.38231699999994	0.55306599999999995	0.44444400000000001	0	0	150	9.8987239999999996	0	0	40	9.7788070000000005	48.734780000000001	100	10	49.972495000000002	0	100	0.086146	4.9326100000000004	88.999780000000001	803.851449	-600619.46846300003	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375251	2025-04-30 06:59:52	88.999780000000001	88.92595	5.8500069999999997	5.8497659999999998	26.419930000000001	26.273150000000001	447.6422	999.65279999999996	0.030092589999999999	641.78240000000005	1.3999999999999999	4.855035	1318.4939999999999	0.49449799999999999	620.72506499999997	21.137149999999998	27.886289999999999	0	1484.675	139.60210000000001	174.76849999999999	146.7593	334.25920000000002	null	207.251	834.44560000000001	0	0	null	1.012731	105.9028	10.50347	0	68.373840000000001	-1.4236120000000001	1650	464.18380000000002	16.87519	173.1944	0	348.78469999999999	338.71530000000001	323.78469999999999	531.77080000000001	800.69449999999995	817.70839999999998	-5.1215279999999996	0.0052083329999999999	3.6892360000000002	2.6974610000000001	52.143169999999998	56.047449999999998	66.030090000000001	4.2534720000000004	100	10.14757	null	1.5600000000000001	98.870000000000005	2.5899999999999999	0.14000000000000001	1.27	26.90972	5.0099999999999998	1.49	11.41	7.6100000000000003	67.170000000000002	10.210000000000001	66.700000000000003	3.3599999999999999	0.73999999999999999	1.96	8099	807.26840000000004	58.891359999999999	739.87490000000003	0	null	null	null	1.51	null	0	1	1	0	1	445.41398199999998	1	1.2019919999999999	0.087944999999999995	1.069205	0	2.286759	2.286759	1.069205	1.3999999999999999	88.999780000000001	88.999780000000001	5.8500069999999997	5.8500069999999997	26.419930000000001	26.339929999999999	-25.101797999999999	997.85104699999999	0.031992	640.17258400000003	1.069205	4.8841099999999997	529.808492	1299.8154139999999	735.44664899999998	519.50480200000004	0.55282900000000001	0.44444400000000001	0	0	150	9.9099579999999996	0	0	40	9.7794699999999999	48.831778999999997	100	10	49.986320999999997	0	100	0.086146	4.8841099999999997	88.999780000000001	803.851449	-600619.59094799997	-25.101797999999999	997.85104699999999	0.031182000000000001	640.198936	1.069205	4.8853859999999996	529.808492	1299.8154139999999	519.49820199999999	0.55282900000000001	0.44444400000000001	0	0	150	9.9059100000000004	0	0	40	9.7794699999999999	48.829227000000003	100	10	49.986320999999997	0	100	0.086146	4.8853859999999996	88.999780000000001	803.851449	-600619.584348	89	87	1	6.25	5.8499999999999996	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
