980545	2025-05-01 02:23:31	28.503450000000001	75.717650000000006	4.7741759999999998	181.36760000000001	1410.5150000000001	9.23034	40.537089999999999	7.0310589999999999	35.534509999999997	24.264849999999999	3385	5.800001	18.123760000000001	63.694009999999999	0	2.1550829999999999	7.5836889999999997	0	8.2246039999999994	28.72231	0	0	95.483519999999999	93.485399999999998	68.349410000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1496.7084070000001	52.509728000000003	30	30	75	75	4.7741759999999998	4.8241759999999996	181.36760000000001	181.26759999999999	1412.7277019999999	9.7743540000000007	40.546419999999998	7.0616139999999996	35.577900999999997	24.437639000000001	3417.9693419999999	5.397634	596.91590499999995	796613.83999999997	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91590499999999997	1499.6500410000001	49.988334999999999	-799211.05590499996	1412.7170530000001	9.7672380000000008	40.533454999999996	7.0573790000000001	35.574275999999998	24.441317999999999	3418.8222329999999	5.3913099999999998	796323.83999999997	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91565200000000002	1499.6190999999999	49.987302999999997	-798921.05565200001	30	25	0	73	65	0	8	5	1	180	175	1	596.91565200000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980546	2025-05-01 02:24:01	28.57996	75.703689999999995	4.727881	181.3364	1414.854	10.044409999999999	40.218809999999998	7.3782719999999999	35.95823	24.250640000000001	3385	5.800001	18.072469999999999	63.214790000000001	0	2.1599159999999999	7.542732	0	8.3475739999999998	29.24249	0	0	95.570319999999995	93.508830000000003	68.055800000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.433503	52.534486000000001	30	30	75	75	4.727881	4.7778809999999998	181.3364	181.2364	1412.892975	9.8082999999999991	40.228140000000003	7.4114310000000003	36.003855000000001	24.437698000000001	3419.226537	5.3881540000000001	486.915526	796394.84499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91552599999999995	1499.4355539999999	49.981185000000004	-798882.06052599999	1412.8823259999999	9.8011839999999992	40.215175000000002	7.4071949999999998	36.000230000000002	24.441376999999999	3418.9644589999998	5.3901019999999997	796104.84499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91560399999999997	1499.404614	49.980153999999999	-798592.060604	30	25	0	73	65	0	8	5	1	180	175	1	486.91560399999997	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980547	2025-05-01 02:24:31	28.470379999999999	75.698809999999995	4.7163069999999996	181.18770000000001	1412.4780000000001	9.3797189999999997	40.42136	7.3782719999999999	35.848660000000002	24.553090000000001	3385	5.800001	18.11065	63.622639999999997	0	2.1495920000000002	7.5553210000000002	0	8.2101360000000003	28.822040000000001	0	0	95.526920000000004	93.571439999999996	68.278210000000001	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.9585770000001	52.649757000000001	30	30	75	75	4.7163069999999996	4.7663070000000003	181.18770000000001	181.08770000000001	1412.79952	9.71997	40.430689999999998	7.4111409999999998	35.894060000000003	24.475550999999999	3419.336503	5.3870690000000003	596.91548299999999	796396.45499999996	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91548300000000005	1499.554938	49.985165000000002	-798993.67048299999	1412.788871	9.7128549999999994	40.417724999999997	7.4069060000000002	35.890434999999997	24.479229	3419.5220559999998	5.3856919999999997	796106.45499999996	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91542800000000002	1499.5239979999999	49.984133	-798703.67042800004	30	25	0	73	65	0	8	5	1	180	175	1	596.91542800000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980548	2025-05-01 02:25:01	28.436250000000001	75.66865	4.7973229999999996	181.101	1411.0619999999999	10.301880000000001	41.000050000000002	7.4216730000000002	35.857930000000003	24.553540000000002	3385	5.800001	18.084	63.62576	0	2.163821	7.620266	0	8.1884359999999994	28.753969999999999	0	0	95.526920000000004	93.573830000000001	68.449550000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1499.2174849999999	52.722053000000002	30	30	75	75	4.7973229999999996	4.8473230000000003	181.101	181.001	1412.712702	9.7788389999999996	41.00938	7.4523060000000001	35.901417000000002	24.497406999999999	3419.912495	5.3827170000000004	486.91530899999998	796836.21499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91530900000000004	1500.301142	50.010038000000002	-799323.43030899996	1412.702053	9.7717229999999997	40.996414999999999	7.4480709999999997	35.897792000000003	24.501086000000001	3419.8618919999999	5.3830960000000001	796546.21499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91532400000000003	1500.2702019999999	50.009006999999997	-799033.43032399996	30	25	0	73	65	0	8	5	1	180	175	1	486.915324	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980549	2025-05-01 02:25:31	28.403670000000002	75.673400000000001	4.7394550000000004	181.23779999999999	1410.7190000000001	9.4282620000000001	40.33455	7.3348699999999996	35.73854	24.24241	3385	5.800001	18.044460000000001	63.615009999999998	0	2.1346090000000002	7.52555	0	8.2246039999999994	28.859439999999999	0	0	95.526920000000004	93.573830000000001	68.468469999999996	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1496.8245870000001	52.698281000000001	30	30	75	75	4.7394550000000004	4.7894550000000002	181.23779999999999	181.1378	1412.722702	9.7684370000000005	40.343879999999999	7.362978	35.779857999999997	24.473617999999998	3420.2534780000001	5.3799489999999999	596.91519800000003	796492.15500000003	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91519799999999996	1499.411801	49.980392999999999	-799089.37019799999	1412.712053	9.7613210000000006	40.330914999999997	7.3587429999999996	35.776232999999998	24.477297	3419.3514329999998	5.3866589999999999	796202.15500000003	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.915466	1499.38086	49.979362000000002	-798799.37046600005	30	25	0	73	65	0	8	5	1	180	175	1	596.91546600000004	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980550	2025-05-01 02:26:01	28.424309999999998	75.705410000000001	4.727881	181.0487	1412.643	9.9930029999999999	40.218809999999998	7.4650749999999997	35.889389999999999	24.200620000000001	3385	5.800001	18.025030000000001	63.423299999999998	0	2.138512	7.5232469999999996	0	8.2607719999999993	29.053460000000001	0	0	95.526920000000004	93.616780000000006	68.395259999999993	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1499.1210759999999	52.740808000000001	30	30	75	75	4.727881	4.7778809999999998	181.0487	180.9487	1412.5925199999999	9.8086280000000006	40.228140000000003	7.492845	35.930422	24.430405	3419.7323470000001	5.3836180000000002	596.915345	796509.92500000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91534499999999996	1499.1281349999999	49.970937999999997	-799107.14034499996	1412.5818710000001	9.8015129999999999	40.215175000000002	7.4886100000000004	35.926797000000001	24.434083000000001	3420.0718259999999	5.3810950000000002	796219.92500000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91524399999999995	1499.0971950000001	49.969906000000002	-798817.14024400001	30	25	0	73	65	0	8	5	1	180	175	1	596.91524400000003	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980551	2025-05-01 02:26:31	28.458359999999999	75.740840000000006	4.808897	181.27760000000001	1412.1199999999999	9.4435149999999997	40.623899999999999	7.1612640000000001	35.619619999999998	24.328220000000002	3385	5.800001	17.990220000000001	63.223689999999998	0	2.1494930000000001	7.5650310000000003	0	8.3186400000000003	29.211279999999999	0	0	95.700519999999997	93.703639999999993	68.333950000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.7028049999999	52.663007	30	30	75	75	4.808897	4.8588969999999998	181.27760000000001	181.17760000000001	1412.534429	9.7568730000000006	40.633229999999998	7.189006	35.660646999999997	24.412084	3420.4646189999999	5.3779199999999996	596.91511700000001	796823.44499999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91511699999999996	1499.526584	49.984219000000003	-799420.66011699999	1412.52378	9.7497570000000007	40.620265000000003	7.1847709999999996	35.657021999999998	24.415762000000001	3419.2114809999998	5.3872410000000004	796533.44499999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91549000000000003	1499.4956440000001	49.983187999999998	-799130.66049000004	30	25	0	73	65	0	8	5	1	180	175	1	596.91548999999998	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980552	2025-05-01 02:27:01	28.737770000000001	75.779650000000004	4.7741759999999998	181.05709999999999	1412.1310000000001	9.9412330000000004	40.247750000000003	7.8122879999999997	36.550060000000002	24.50949	3385	5.800001	18.08409	63.186030000000002	0	2.1614360000000001	7.5340059999999998	0	8.4922470000000008	29.279969999999999	0	0	95.657129999999995	93.743110000000001	67.912120000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.9037980000001	52.157972000000001	30	30	75	75	4.7741759999999998	4.8241759999999996	181.05709999999999	180.9571	1412.4634289999999	9.7831019999999995	40.257080000000002	7.8435249999999996	36.594115000000002	24.407641000000002	3419.608573	5.3841010000000002	596.91536399999995	796738.04000000004	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91536399999999996	1498.988376	49.966279	-799335.25536399998	1412.4527800000001	9.7759859999999996	40.244115000000001	7.839289	36.590490000000003	24.411318999999999	3420.067794	5.3806880000000001	796448.04000000004	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91522800000000004	1498.957435	49.965248000000003	-799045.25522799999	30	25	0	73	65	0	8	5	1	180	175	1	596.91522799999996	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980553	2025-05-01 02:27:31	28.311330000000002	75.733770000000007	4.8031100000000002	181.136	1411.2660000000001	9.3333670000000009	39.755870000000002	7.3348699999999996	35.6462	24.575679999999998	3385	5.800001	18.130019999999998	64.111859999999993	0	2.1447790000000002	7.5862740000000004	0	8.0365300000000008	28.301860000000001	0	0	95.700519999999997	93.778530000000003	68.794560000000004	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1496.8576780000001	52.87133	30	30	75	75	4.8031100000000002	4.85311	181.136	181.036	1412.308338	9.7282200000000003	39.7652	7.3669289999999998	35.690987999999997	24.416988	3420.4569959999999	5.3777270000000001	596.903369	796851.15000000002	20	20	100	10	5	4.9882600000000004	0	0	100	100	100	5	1	50	60	0.91510899999999995	1498.1483069999999	49.938276999999999	-799448.35336900002	1412.297689	9.7211049999999997	39.752234999999999	7.3626930000000002	35.687362999999998	24.420667000000002	3419.7753579999999	5.3828019999999999	796561.15000000002	20	20	100	10	5	4.9876120000000004	0	0	100	100	100	5	1	50	60	0.91531200000000001	1498.1173659999999	49.937246000000002	-799158.35292400001	30	25	0	73	65	0	8	5	1	180	175	1	596.90292399999998	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980554	2025-05-01 02:28:01	28.220389999999998	75.717860000000002	4.7799630000000004	181.1277	1414.952	10.062939999999999	40.189880000000002	7.1178619999999997	35.338250000000002	24.947849999999999	3385	5.800001	18.12631	63.99982	0	2.1660539999999999	7.6584009999999996	0	7.928026	28.34178	0	0	95.787329999999997	93.794780000000003	68.892030000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1502.2096340000001	53.231355999999998	30	30	75	75	4.7799630000000004	4.8299630000000002	181.1277	181.02770000000001	1412.4717020000001	9.7803629999999995	40.199210000000001	7.1475359999999997	35.381022999999999	24.467117999999999	3420.1710109999999	5.3798050000000002	486.91519199999999	796738.73499999999	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91519200000000001	1498.9781559999999	49.965938999999999	-799225.95019200002	1412.461053	9.7732469999999996	40.186245	7.1433010000000001	35.377397999999999	24.470797000000001	3419.821614	5.3824069999999997	796448.73499999999	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.915296	1498.947216	49.964906999999997	-798935.950296	30	25	0	73	65	0	8	5	1	180	175	1	486.91529600000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980555	2025-05-01 02:28:31	28.459129999999998	75.680760000000006	4.8146839999999997	181.2561	1412.655	9.3746980000000004	40.797499999999999	7.5518780000000003	36.011009999999999	25.17108	3385	5.800001	18.0913	63.51708	0	2.150461	7.5504530000000001	0	8.2173700000000007	28.932459999999999	0	0	95.917529999999999	93.909930000000003	68.353520000000003	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1500.2375280000001	52.715508999999997	30	30	75	75	4.8146839999999997	4.8646839999999996	181.2561	181.15610000000001	1412.4327020000001	9.7001380000000008	40.806829999999998	7.5821399999999999	36.054288999999997	24.537292999999998	3420.2145150000001	5.3793530000000001	596.91517399999998	796860.97999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91517400000000004	1499.719012	49.990634	-799458.19517399999	1412.422053	9.6930230000000002	40.793864999999997	7.5779050000000003	36.050663999999998	24.540970999999999	3419.3440340000002	5.3858290000000002	796570.97999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91543300000000005	1499.688071	49.989601999999998	-799168.19543299999	30	25	0	73	65	0	8	5	1	180	175	1	596.91543300000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980556	2025-05-01 02:29:01	28.635090000000002	75.73733	4.808897	180.84630000000001	1411.9069999999999	10.17071	40.218809999999998	7.2046650000000003	35.839750000000002	24.456140000000001	3385	5.800001	18.04279	63.094059999999999	0	2.1289880000000001	7.4704819999999996	0	8.4633120000000002	29.435459999999999	0	0	95.960939999999994	93.969669999999994	67.995829999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.818303	52.342015000000004	30	30	75	75	4.808897	4.8588969999999998	180.84630000000001	180.74629999999999	1412.5592469999999	9.7859850000000002	40.228140000000003	7.2381479999999998	35.885793	24.554683000000001	3419.7199070000001	5.3826929999999997	486.91530799999998	796995.96499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91530800000000001	1499.1964969999999	49.973216999999998	-799483.18030799995	1412.5485980000001	9.7788690000000003	40.215175000000002	7.2339120000000001	35.882168	24.558361000000001	3420.9004639999998	5.373907	796705.96499999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91495599999999999	1499.165557	49.972185000000003	-799193.17995599995	30	25	0	73	65	0	8	5	1	180	175	1	486.91495600000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980557	2025-05-01 02:29:31	28.170570000000001	75.738010000000003	4.768389	181.1635	1415.4079999999999	9.4841890000000006	40.652830000000002	7.4216730000000002	35.592239999999997	24.889949999999999	3385	5.800001	18.058209999999999	64.172709999999995	0	2.1553990000000001	7.6674059999999997	0	7.9569599999999996	28.159890000000001	0	0	96.091139999999996	94.033420000000007	69.15719	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1502.6308180000001	53.340448000000002	30	30	75	75	4.768389	4.8183889999999998	181.1635	181.0635	1412.6096110000001	9.7350110000000001	40.66216	7.4542789999999997	35.637554999999999	24.612801999999999	3421.3126299999999	5.3709020000000001	596.91483600000004	796666.54500000004	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91483599999999998	1499.818231	49.993941	-799263.75983600004	1412.598962	9.7278950000000002	40.649194999999999	7.4500440000000001	35.633929999999999	24.616479999999999	3419.7228049999999	5.3827420000000004	796376.54500000004	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91530999999999996	1499.7872910000001	49.992910000000002	-798973.76031000004	30	25	0	73	65	0	8	5	1	180	175	1	596.91530999999998	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980558	2025-05-01 02:30:01	28.55444	75.667119999999997	4.808897	180.9539	1411.088	10.3596	40.797499999999999	7.4650749999999997	36.019509999999997	24.555060000000001	3385	5.800001	18.10491	63.378970000000002	0	2.1525829999999999	7.5443290000000003	0	8.2969390000000001	29.076689999999999	0	0	96.004329999999996	94.129339999999999	68.069630000000004	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1499.0394100000001	52.497593999999999	30	30	75	75	4.808897	4.8588969999999998	180.9539	180.85390000000001	1412.4832469999999	9.824071	40.806829999999998	7.4971730000000001	36.064405000000001	24.612981000000001	3420.1194089999999	5.3795640000000002	486.91518300000001	796952.92500000005	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91518299999999997	1499.9691780000001	49.998972999999999	-799440.14018300001	1412.4725980000001	9.8169559999999993	40.793864999999997	7.4929370000000004	36.060780000000001	24.616658999999999	3420.5371490000002	5.3764560000000001	796662.92500000005	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91505800000000004	1499.938238	49.997940999999997	-799150.14005799999	30	25	0	73	65	0	8	5	1	180	175	1	486.91505799999999	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980559	2025-05-01 02:30:31	28.417870000000001	75.777500000000003	4.8146839999999997	181.06110000000001	1414.2249999999999	9.3009000000000004	40.508159999999997	7.3782719999999999	35.796149999999997	24.41187	3385	5.800001	18.081	63.654269999999997	0	2.1484369999999999	7.5405680000000004	0	8.1884359999999994	28.80517	0	0	96.134540000000001	94.173310000000001	68.593299999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1500.5983779999999	52.804744999999997	30	30	75	75	4.8146839999999997	4.8646839999999996	181.06110000000001	180.96109999999999	1412.7707929999999	9.7330699999999997	40.517490000000002	7.4098199999999999	35.840600000000002	24.600102	3420.914131	5.3734190000000002	596.91493700000001	796938.97999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.914937	1499.776701	49.992556999999998	-799536.19493700005	1412.7601440000001	9.7259539999999998	40.504525000000001	7.4055850000000003	35.836975000000002	24.60378	3420.1244689999999	5.379302	796648.97999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91517199999999999	1499.7457609999999	49.991525000000003	-799246.19517199998	30	25	0	73	65	0	8	5	1	180	175	1	596.91517199999998	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980560	2025-05-01 02:31:01	28.500599999999999	75.694820000000007	4.8725529999999999	180.60890000000001	1411.741	10.19666	40.508159999999997	7.4650749999999997	35.965679999999999	24.498709999999999	3385	5.800001	18.14076	63.652099999999997	0	2.1786349999999999	7.6579680000000003	0	8.1812020000000008	28.68993	0	0	96.177940000000007	94.222579999999994	68.206770000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1499.096978	52.598787000000002	30	30	75	75	4.8725529999999999	4.9225529999999997	180.60890000000001	180.50890000000001	1412.8637020000001	9.8027719999999992	40.517490000000002	7.4948880000000004	36.008659000000002	24.623401999999999	3420.5284539999998	5.3762030000000003	486.91504800000001	797409.20499999996	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91504799999999997	1499.9626129999999	49.998753999999998	-799896.42004800006	1412.853053	9.7956570000000003	40.504525000000001	7.490653	36.005034000000002	24.627079999999999	3421.8705369999998	5.3661979999999998	797119.20499999996	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91464800000000002	1499.931673	49.997722000000003	-799606.41964800004	30	25	0	73	65	0	8	5	1	180	175	1	486.914648	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980561	2025-05-01 02:31:31	28.58869	75.669290000000004	4.8146839999999997	181.55359999999999	1413.7080000000001	9.2658439999999995	40.623899999999999	7.2480669999999998	35.836759999999998	24.21125	3385	5.800001	18.052129999999998	63.344099999999997	0	2.181756	7.641953	0	8.3548080000000002	29.013950000000001	0	0	96.177940000000007	94.347790000000003	68.179180000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1499.9961639999999	52.468167000000001	30	30	75	75	4.8146839999999997	4.8646839999999996	181.55359999999999	181.45359999999999	1412.9605200000001	9.7367939999999997	40.633229999999998	7.2790990000000004	35.880782000000004	24.624368	3422.2743780000001	5.3630240000000002	596.91452100000004	796741.97999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91452100000000003	1500.1448809999999	50.004829000000001	-799339.19452100003	1412.949871	9.7296790000000009	40.620265000000003	7.2748629999999999	35.877156999999997	24.628046999999999	3418.2916230000001	5.3926720000000001	796451.97999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91570700000000005	1500.1139410000001	50.003798000000003	-799049.19570699998	30	25	0	73	65	0	8	5	1	180	175	1	596.915707	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980562	2025-05-01 02:32:01	28.338419999999999	75.608059999999995	4.7857500000000002	182.7114	1413.6110000000001	9.7564279999999997	40.652830000000002	7.6386810000000001	35.9771	24.69361	3385	5.800001	17.909770000000002	63.222929999999998	0	2.1317050000000002	7.5258159999999998	0	8.2969390000000001	29.251259999999998	0	0	96.177940000000007	94.395889999999994	68.938640000000007	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1500.909717	52.963776000000003	30	30	75	75	4.7857500000000002	4.83575	182.7114	182.6114	1413.0960660000001	9.7652909999999995	40.66216	7.6705230000000002	36.021797999999997	24.657585000000001	3418.6738030000001	5.3896629999999996	596.91558699999996	796134.18999999994	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91558700000000004	1500.3797489999999	50.012658000000002	-798731.40558699996	1413.0854159999999	9.7581749999999996	40.649194999999999	7.6662869999999996	36.018172999999997	24.661263999999999	3413.8685270000001	5.4251699999999996	795844.18999999994	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91700700000000002	1500.3488090000001	50.011626999999997	-798441.40700699994	30	25	0	73	65	0	8	5	1	180	175	1	596.91700700000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980563	2025-05-01 02:32:31	28.268059999999998	75.631290000000007	4.8146839999999997	182.14279999999999	1411.2360000000001	9.2220829999999996	40.710700000000003	7.2046650000000003	35.472720000000002	24.620979999999999	3385	5.800001	17.98075	63.75582	0	2.1350440000000002	7.5442390000000001	0	8.1522670000000002	28.699940000000002	0	0	96.177940000000007	94.454250000000002	69.12227	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1498.0029730000001	52.992775999999999	30	30	75	75	4.8146839999999997	4.8646839999999996	182.14279999999999	182.0428	1413.0147019999999	9.6997300000000006	40.720030000000001	7.2352939999999997	35.516356000000002	24.667721	3414.2579529999998	5.4222029999999997	596.91688799999997	796506.30000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91688800000000004	1500.318192	50.010606000000003	-799103.51688799995	1413.0040530000001	9.692615	40.707065	7.2310590000000001	35.512731000000002	24.671399000000001	3416.0494389999999	5.408995	796216.30000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91635999999999995	1500.2872520000001	50.009574999999998	-798813.51636000001	30	25	0	73	65	0	8	5	1	180	175	1	596.91636000000005	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980564	2025-05-01 02:33:01	28.360779999999998	75.742490000000004	4.7857500000000002	181.5318	1414.133	10.03974	40.652830000000002	7.3782719999999999	35.739049999999999	24.63195	3385	5.800001	17.980049999999999	63.524760000000001	0	2.1633640000000001	7.6518740000000003	0	8.2173700000000007	28.823360000000001	0	0	96.177940000000007	94.560360000000003	68.750010000000003	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1501.6533690000001	52.948239000000001	30	30	75	75	4.7857500000000002	4.83575	181.5318	181.43180000000001	1413.2753379999999	9.7639929999999993	40.66216	7.408887	35.782696000000001	24.672836	3416.454753	5.4057919999999999	486.91623199999998	796606.03000000003	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91623200000000005	1500.5729759999999	50.019098999999997	-799093.24623199995	1413.2646890000001	9.7568780000000004	40.649194999999999	7.4046519999999996	35.779071000000002	24.676514999999998	3418.4061550000001	5.3913460000000004	796316.03000000003	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91565399999999997	1500.5420360000001	50.018068	-798803.24565399997	30	25	0	73	65	0	8	5	1	180	175	1	486.91565400000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980565	2025-05-01 02:33:31	28.451609999999999	75.759330000000006	4.7741759999999998	181.0564	1413.559	9.5507209999999993	40.68177	7.1612640000000001	35.612879999999997	24.772079999999999	3385	5.800001	18.112670000000001	63.622190000000003	0	2.1288049999999998	7.4739690000000003	0	8.2101360000000003	28.903839999999999	0	0	96.221339999999998	94.648669999999996	68.509219999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1500.768102	52.748091000000002	30	30	75	75	4.7741759999999998	4.8241759999999996	181.0564	180.9564	1413.148702	9.7174610000000001	40.691099999999999	7.1917549999999997	35.656441000000001	24.656856999999999	3418.7807189999999	5.3883859999999997	596.91553499999998	796738.31999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91553499999999999	1500.42145	50.014048000000003	-799335.53553500003	1413.1380529999999	9.7103450000000002	40.678134999999997	7.1875200000000001	35.652816000000001	24.660536	3420.2129650000002	5.3777419999999996	796448.31999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	0.91510999999999998	1500.3905099999999	50.013016999999998	-799045.53511000006	30	25	0	73	65	0	8	5	1	180	175	1	596.91511000000003	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980566	2025-05-01 02:34:01	28.38082	75.675510000000003	4.8667660000000001	181.36330000000001	1413.0260000000001	10.320830000000001	40.768569999999997	7.5952799999999998	35.976100000000002	24.38101	3385	5.800001	18.076000000000001	63.515360000000001	0	2.0946880000000001	7.3766980000000002	0	8.2101360000000003	29.107939999999999	0	0	96.177940000000007	94.701239999999999	68.453590000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1500.726981	52.878211	30	30	75	75	4.8667660000000001	4.916766	181.36330000000001	181.26329999999999	1413.182429	9.8033490000000008	40.777900000000002	7.624479	36.018560999999998	24.585032999999999	3420.576501	5.3747850000000001	486.91499099999999	797078.51000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.914991	1500.582081	50.019402999999997	-799565.72499100002	1413.1717799999999	9.7962330000000009	40.764935000000001	7.6202430000000003	36.014935999999999	24.588711	3419.0242899999998	5.3863310000000002	796788.51000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	0.91545299999999996	1500.5511409999999	50.018371000000002	-799275.72545300005	30	25	0	73	65	0	8	5	1	180	175	1	486.91545300000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
