1009993	2025-04-29 23:27:13	92.088260000000005	100	24.623169999999998	221.34819999999999	2873.627	20.793130000000001	29.999179999999999	33.968359999999997	126.0566	0.55554049999999999	2800	17.399999999999999	175.68969999999999	75.485889999999998	75.439999999999998	81.966449999999995	82	13.92014	13.800000000000001	15.12114	15	2.9123030000000001	2.68222	3	2.7599999999999998	80	24.57977	-1.0860810000000001	43.436999999999998	51.792580000000001	74.109099999999998	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.711001	3071.2715939999998	33.351391	92	92.007846999999998	47	47.009891000000003	24.623169999999998	24.623169999999998	221.435	221.23500000000001	2861.3940200000002	21.983841999999999	30.169546	38.163345999999997	129.58893800000001	0.50514499999999996	3039.670204	13.233352	186.78778700000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	60	0.99233400000000005	70.803053000000006	0	-0.92007799999999995	1	0	null	null	0	-802539.71546500002	2862.0365700000002	21.375399999999999	30.162977999999999	34.314864	126.70715800000001	0.63464500000000001	2761.5865469999999	18.373757999999999	187.039131	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.615864999999999	59.775745000000001	1	70.740217000000001	0	-0.92000000000000004	1	0	null	null	0	-802538.051828	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	538.79538700000001	537.13182800000004	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009994	2025-04-29 23:27:43	92.050060000000002	100	24.21809	222.21619999999999	2875.8029999999999	20.18985	30.242229999999999	33.812240000000003	125.8623	0.55554049999999999	2800	17.399999999999999	207.0256	75.593320000000006	75.439999999999998	82.170739999999995	82	13.774520000000001	13.800000000000001	14.9133	15	2.9158550000000001	2.68222	3	2.7599999999999998	80	24.21809	-1.0606180000000001	43.435699999999997	51.792580000000001	73.775769999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7223890000000002	3096.759415	33.642122999999998	92	92	47	47.009988	24.21809	24.21809	221.435	221.23500000000001	2862.6340070000001	21.755233	30.185207999999999	37.637396000000003	129.14652599999999	0.50378000000000001	2770.1852909999998	18.230827000000001	191.82938799999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.701853	59.861503999999996	1	69.542653000000001	0	-0.92000000000000004	1	0	null	null	0	-802537.02601000003	2863.2587509999998	21.22861	30.17876	34.306750000000001	126.659288	0.63464500000000001	2761.5767799999999	18.373833000000001	192.081604	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.615768000000003	59.775700000000001	1	69.479598999999993	0	-0.92000000000000004	1	0	null	null	0	-802536.79106700001	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.10600999999997	535.87106700000004	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009995	2025-04-29 23:28:13	91.829279999999997	100	24.04449	220.39330000000001	2866.1640000000002	20.793130000000001	30.346399999999999	34.020420000000001	126.00579999999999	0.55554049999999999	2800	17.399999999999999	200.68899999999999	75.366619999999998	75.439999999999998	82.078950000000006	82	13.807180000000001	13.800000000000001	15.00052	15	2.920423	2.68222	3	2.7599999999999998	80	24.073419999999999	-1.1242730000000001	43.442889999999998	51.792580000000001	73.738740000000007	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6992400000000001	3082.9055579999999	33.572141000000002	92	92	47	47.009970000000003	24.04449	24.04449	219.95930000000001	220.00003100000001	2863.9091400000002	21.609876	30.198521	37.728110000000001	129.02664799999999	0.62302800000000003	2760.638766	18.396308000000001	193.172845	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.606388000000003	59.762214999999998	1	69.206789000000001	0	-0.92000000000000004	1	0	null	null	0	-802536.49539199995	2863.8516599999998	21.089874999999999	30.194542999999999	34.439405999999998	126.571032	0.63464500000000001	2819.936514	17.351644	193.18637699999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.199365	60	1	69.203406000000001	0	-0.92000000000000004	1	0	null	null	0	-802523.75610400003	800000	799986.43333300005	96	92	1	55	47	1	32	22	1	225	220	1	535.57539199999997	536.40277100000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009996	2025-04-29 23:28:43	91.689160000000001	100	24.145759999999999	215.18510000000001	2871.8069999999998	21.95947	29.825579999999999	33.60257	125.29170000000001	0.55554049999999999	2800	17.399999999999999	182.89429999999999	75.436599999999999	75.439999999999998	82.348929999999996	82	13.57034	13.800000000000001	14.72245	15	2.9285040000000002	2.68222	3	2.7599999999999998	80	24.3049	-0.91420939999999995	43.43683	51.792580000000001	73.516530000000003	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7286350000000001	3074.8743920000002	33.535854999999998	92	92	47	47.009988	24.145759999999999	24.145759999999999	224.1259	223.92590000000001	2863.9799159999998	21.651951	30.153644	37.675851999999999	128.72391099999999	0.50378000000000001	2828.5433950000001	17.215637000000001	190.858769	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.285434000000002	60	1	69.785308000000001	0	-0.92000000000000004	1	0	null	null	0	-802537.99074200005	2864.60466	21.125222000000001	30.147196000000001	34.344554000000002	126.23628100000001	0.63464500000000001	2654.0973589999999	20.178121999999998	191.110986	20	20	100	0	10	5	0	0	0	100	100	0	0	1	47.540973999999999	58.693126999999997	1	69.722254000000007	0	-0.92000000000000004	1	0	null	null	0	-802534.87635399995	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.070742	533.95635400000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009997	2025-04-29 23:29:13	92.036779999999993	100	24.21809	222.9974	2870.8910000000001	21.476849999999999	30.103349999999999	33.739899999999999	125.77670000000001	0.55554049999999999	2800	17.399999999999999	197.91130000000001	75.564269999999993	75.439999999999998	82.142870000000002	82	13.790290000000001	13.800000000000001	14.941330000000001	15	2.9156900000000001	2.68222	3	2.7599999999999998	80	24.015550000000001	-0.8250923	43.435560000000002	51.792580000000001	73.701710000000006	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7278319999999998	3085.3752209999998	33.523285000000001	92	92	47	47.009988	24.21809	24.21809	221.869	221.66900000000001	2864.8322790000002	21.721869999999999	30.131547999999999	37.630904999999998	128.57251099999999	0.50378000000000001	2662.7492069999998	20.035938000000002	191.261224	20	20	100	0	10	5	0	0	0	100	100	0	0	1	47.627491999999997	58.778436999999997	1	69.684693999999993	0	-0.92000000000000004	1	0	null	null	0	-802535.01062299998	2865.4570239999998	21.195194000000001	30.1251	34.299930000000003	126.085075	0.63464500000000001	2744.269479	18.670525999999999	191.51344	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.442695000000001	59.597684000000001	1	69.621639999999999	0	-0.92000000000000004	1	0	null	null	0	-802536.58201899996	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	534.09062300000005	535.66201899999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009998	2025-04-29 23:29:43	91.851439999999997	100	24.261500000000002	223.17099999999999	2865.9659999999999	20.350719999999999	30.172789999999999	33.569369999999999	125.4208	0.55554049999999999	2800	17.399999999999999	188.88380000000001	75.387730000000005	75.439999999999998	82.023250000000004	82	13.781499999999999	13.800000000000001	15.05796	15	2.9186860000000001	2.68222	3	2.7599999999999998	80	24.247029999999999	-0.83145709999999995	43.431220000000003	51.792580000000001	73.738740000000007	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7361680000000002	3073.4933120000001	33.461568999999997	92	92	47	47.009988	24.261500000000002	24.261500000000002	222.9974	222.79740000000001	2864.4831880000002	21.748287000000001	30.099983999999999	37.611274999999999	128.368931	0.50378000000000001	2752.9188330000002	18.531323	189.722442	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.529187999999998	59.681206000000003	1	70.069389000000001	0	-0.92000000000000004	1	0	null	null	0	-802537.19978400005	2865.1079329999998	21.221706999999999	30.093536	34.280892000000001	125.881851	0.63464500000000001	2699.2728109999998	19.431260999999999	189.97465800000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	47.992728	59.141244	1	70.006335000000007	0	-0.92000000000000004	1	0	null	null	0	-802536.06030699995	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.27978399999995	535.14030700000001	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009999	2025-04-29 23:30:13	91.898240000000001	100	23.885349999999999	223.2578	2877.7069999999999	20.75291	30.068629999999999	33.808680000000003	125.7069	0.55712150000000005	2800	17.399999999999999	167.0094	75.478380000000001	75.439999999999998	82.088809999999995	82	13.73732	13.800000000000001	14.99396	15	2.9171140000000002	2.6825380000000001	3	2.7599999999999998	80	23.711739999999999	-0.94603729999999997	43.446150000000003	51.792580000000001	73.775769999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7181850000000001	3069.0846499999998	33.396554999999999	92	92	47	47.009988	23.885349999999999	23.885349999999999	221.52180000000001	221.3218	2866.1510979999998	21.763071	30.096827000000001	37.581423999999998	128.31140199999999	0.50392400000000004	2707.8951900000002	19.288381999999999	188.61767900000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.078952000000001	59.226970999999999	1	70.345579999999998	0	-0.92000000000000004	1	0	null	null	0	-802536.57150299998	2866.775842	21.236509000000002	30.090378999999999	34.251154	125.82439100000001	0.63478900000000005	2758.0631669999998	18.433754	188.86989500000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.580632000000001	59.739747000000001	1	70.282526000000004	0	-0.92000000000000004	1	0	null	null	0	-802537.52290500002	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	535.65150300000005	536.60290499999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1010000	2025-04-29 23:30:43	92.107839999999996	100	23.755140000000001	222.5634	2870.1460000000002	20.75291	29.825579999999999	33.175849999999997	125.2837	0.5555407	2800	17.399999999999999	202.16460000000001	75.603899999999996	75.439999999999998	82.119799999999998	82	13.82169	13.800000000000001	14.965020000000001	15	2.915076	2.6822430000000002	3	2.7599999999999998	80	23.436859999999999	-0.85055349999999996	43.431269999999998	51.792580000000001	73.923919999999995	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7763520000000002	3086.9160510000002	33.514150999999998	92	92	47	47.009988	23.755140000000001	23.755140000000001	223.17099999999999	222.971	2866.9446429999998	21.671970999999999	30.074732000000001	37.451390000000004	128.21643399999999	0.50392400000000004	2766.7576349999999	18.294678000000001	189.714551	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.667575999999997	59.823193000000003	1	70.071361999999993	0	-0.92000000000000004	1	0	null	null	0	-802537.48213200003	2867.5693879999999	21.145444999999999	30.068283999999998	34.121341000000001	125.729556	0.63478900000000005	2692.3709239999998	19.546799	189.966767	20	20	100	0	10	5	0	0	0	100	100	0	0	1	47.923709000000002	59.071921000000003	1	70.008308	0	-0.92000000000000004	1	0	null	null	0	-802535.92393799999	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.56213200000002	535.00393799999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1010001	2025-04-29 23:31:13	91.768780000000007	100	23.885349999999999	221.69540000000001	2876.3530000000001	21.758379999999999	30.207509999999999	33.108060000000002	124.8768	0.55554049999999999	2800	17.399999999999999	187.0609	75.363200000000006	75.439999999999998	82.083619999999996	82	13.72335	13.800000000000001	14.994	15	2.9222709999999998	2.68222	3	2.7599999999999998	80	23.87088	-1.0733490000000001	43.430979999999998	51.792580000000001	73.590590000000006	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7717960000000001	3083.17094	33.597166000000001	92	92	47	47.009988	23.885349999999999	23.885349999999999	221.34819999999999	221.1482	2868.4281879999999	21.693179000000001	30.099983999999999	37.248824999999997	128.02478099999999	0.50392400000000004	2700.959261	19.403721000000001	191.28490600000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.009593000000002	59.157767	1	69.678774000000004	0	-0.92000000000000004	1	0	null	null	0	-802535.76613300003	2869.0529329999999	21.166568000000002	30.093536	33.918250999999998	125.537587	0.63478900000000005	2764.9621739999998	18.314805	191.53712200000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.649622000000001	59.811117000000003	1	69.615719999999996	0	-0.92000000000000004	1	0	null	null	0	-802536.99645800004	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	534.84613300000001	536.076458	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1010002	2025-04-29 23:31:43	91.964150000000004	100	24.04449	220.13290000000001	2869.933	21.919250000000002	29.756129999999999	33.836280000000002	125.8004	0.55554049999999999	2800	17.399999999999999	194.1788	75.408029999999997	75.439999999999998	81.969549999999998	82	13.873900000000001	13.800000000000001	15.11397	15	2.916363	2.68222	3	2.7599999999999998	80	23.87088	-1.3916269999999999	43.441839999999999	51.792580000000001	73.331339999999997	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7179160000000002	3081.1521680000001	33.503839999999997	92	92	47	47.009988	24.04449	23.994489999999999	221.26140000000001	221.06139999999999	2869.1626889999998	21.688832999999999	30.071574999999999	37.170791999999999	128.10626999999999	0.50392400000000004	2773.5912819999999	18.171181000000001	190.03020599999999	20	20	100	0	9.9976129999999994	5	0	0	0	100	100	0	0	1	48.735912999999996	59.897292	1	69.992448999999993	0	-0.92000000000000004	1	0	null	null	0	-802537.54326599999	2869.9309330000001	21.162140999999998	30.065127	33.839722999999999	125.61877800000001	0.63478900000000005	2768.433266	18.255025	190.282422	20	20	100	0	9.9956890000000005	5	0	0	0	100	100	0	0	1	48.684333000000002	59.846984999999997	1	69.929395	0	-0.92000000000000004	1	0	null	null	0	-802537.37640099996	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.62326599999994	536.45640100000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1010003	2025-04-29 23:32:13	92.088480000000004	100	24.102360000000001	220.39330000000001	2869.933	21.557289999999998	29.895019999999999	33.39246	125.48090000000001	0.55554049999999999	2800	17.399999999999999	169.2662	75.620069999999998	75.439999999999998	82.152569999999997	82	13.78619	13.800000000000001	14.93187	15	2.9154499999999999	2.68222	3	2.7599999999999998	80	23.827480000000001	-1.690809	43.43759	51.792580000000001	73.701710000000006	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7577630000000002	3062.946461	33.260908000000001	92	92	47	47.009988	24.102360000000001	24.05236	221.69540000000001	221.49539999999999	2870.3127800000002	21.677636	30.058948000000001	37.044361000000002	128.05587800000001	0.50392400000000004	2777.0417090000001	18.112711999999998	186.31345099999999	20	20	100	0	9.9957659999999997	5	0	0	0	100	100	0	0	1	48.770417000000002	59.932372999999998	1	70.921637000000004	0	-0.92000000000000004	1	0	null	null	0	-802538.54019299999	2871.0810240000001	21.150918000000001	30.052499999999998	33.713129000000002	125.568286	0.63478900000000005	2751.1919849999999	18.552129999999998	186.56566699999999	20	20	100	0	9.993843	5	0	0	0	100	100	0	0	1	48.511920000000003	59.668722000000002	1	70.858582999999996	0	-0.92000000000000004	1	0	null	null	0	-802537.95306800003	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.62019299999997	537.03306799999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1010004	2025-04-29 23:32:43	91.839110000000005	100	24.31936	220.0461	2871.7399999999998	21.155100000000001	30.242229999999999	33.410699999999999	125.24979999999999	0.55554049999999999	2800	17.399999999999999	177.68610000000001	75.389759999999995	75.439999999999998	82.107290000000006	82	13.76713	13.800000000000001	14.970750000000001	15	2.9218540000000002	2.68222	3	2.7599999999999998	80	24.087890000000002	-1.678078	43.446440000000003	51.792580000000001	73.775769999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.748793	3071.4850750000001	33.444195000000001	92	92	47	47.009988	24.31936	24.269359999999999	220.65369999999999	220.4537	2870.1412340000002	21.710777	30.081043999999999	36.995147000000003	128.02849499999999	0.50392400000000004	2759.7473620000001	18.407467	186.49494200000001	20	20	100	0	9.9992560000000008	5	0	0	0	100	100	0	0	1	48.597473999999998	59.755519999999997	1	70.876264000000006	0	-0.92000000000000004	1	0	null	null	0	-802538.148514	2870.9094789999999	21.184085	30.074596	33.664082000000001	125.541005	0.63478900000000005	2792.4698739999999	17.835989999999999	186.74715800000001	20	20	100	0	9.9973329999999994	5	0	0	0	100	100	0	0	1	48.924698999999997	60	1	70.813209999999998	0	-0.92000000000000004	1	0	null	null	0	-802538.65524200001	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.22851400000002	537.73524199999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1010005	2025-04-29 23:33:13	91.821740000000005	100	24.073419999999999	217.78919999999999	2871.453	20.350719999999999	30.068629999999999	33.76144	125.5073	0.55554049999999999	2800	17.399999999999999	221.52180000000001	75.536600000000007	75.439999999999998	82.266360000000006	82	13.625030000000001	13.800000000000001	14.811920000000001	15	2.9216190000000002	2.68222	3	2.7599999999999998	80	24.03002	-1.4680150000000001	43.441740000000003	51.792580000000001	73.405410000000003	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.719722	3102.7975280000001	33.791535000000003	92	92	47	47.009988	24.073419999999999	24.07328	220.48009999999999	220.2801	2869.8888769999999	21.724373	30.065262000000001	36.984014999999999	127.990315	0.50392400000000004	2800.9991380000001	17.691078000000001	187.81277900000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.009990999999999	60	1	70.546805000000006	0	-0.92000000000000004	1	0	null	null	0	-802538.47679700004	2870.5140240000001	21.197561	30.058814000000002	33.652211000000001	125.50238	0.63478900000000005	2799.2933750000002	17.715805	188.06499500000001	20	20	100	0	9.9998070000000006	5	0	0	0	100	100	0	0	1	48.992933999999998	60	1	70.483750999999998	0	-0.92000000000000004	1	0	null	null	0	-802538.39649199997	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.55679699999996	537.47649200000001	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
