VarId		1	2	3	4	7	8	9	10	11	12	13	14	15	16	620199	620299	620499	620599	620699	620799	620899	51	52	53	54	55	56	57	58	59	6316	135	141	143	151	212	213	501	502	503	10000005	20000000	20000002	20000003	620101	620151	620201	620251	620401	620451	620501	620551	620601	620651	620701	620751	620801	620851	651101	651151	651201	651251	651301	651351	651401	651451	651501	651551	651521	651601	651651	651701	651751	651801	651851	651901	651951	20100	20100	20100	20200	20200	20400	20400	20500	20500	20600	20600	20700	20700	20800	20800	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	6100	6100	6100	600000	600000	7000	7000	8000	8000	8001	8001	8002	8002	10000	10000	7116	7116	7117	7117	7126	7126	7127	7127	7128	7128	7136	7136	7137	7137	7146	7146	7147	7147	7156	7156	7157	7157	7166	7166	7167	7167	7168	7168	7176	7176	7177	7177	7186	7186	7187	7187	7196	7196	7197	7197	4055	4056	4065	4066	4075	4076	853	851	851	1007000	1008001	1008002	1010000	1600000
1729009	2025-04-30 10:15:03	115	0	25	0.3449758	20	21.92755	0	0	-0.62727580000000005	-0.62919590000000003	25.5	25.5	-30	-30	0	0	0	0	0	0	0	120	18	0	0.051038439999999997	14.9	0.0065470470000000003	0	0	120	0.0065469999999999999	-0.025434410000000001	0.107061	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.62727599999999994	null	25.5	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.031708	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729010	2025-04-30 10:15:33	115	0	25	0.3073688	20	21.92755	0	0	-0.65635169999999998	-0.65635169999999998	25.5	25.5	-30	-30	0	0	0	0	0	0	0	120	17.99878	0	0.01122421	14.9	0.0028652009999999999	0	0	120	0.0028649999999999999	-0.041029139999999999	0.1024988	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.65635200000000005	null	25.5	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.0077330000000000003	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729011	2025-04-30 10:16:03	115	0	25	0.33074999999999999	20	21.929020000000001	0	0	-0.65629979999999999	-0.65629979999999999	25.5	25.5	-30	-30	0	0	0	0	0	0	0	120	17.995039999999999	0	0.04316035	14.9	0.0050565250000000001	0	0	120	0.0050569999999999999	-0.02487924	0.1140641	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.65629999999999999	null	25.5	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.026557999999999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729012	2025-04-30 10:16:33	115	0	25	0.33679540000000002	20	21.92755	0	0	-0.66662540000000003	-0.66662540000000003	25.5	25.5	-30	-30	0	0	0	0	0	0	0	120	17.99999	0	0.05655429	14.9	0.0037069669999999998	0	0	120	0.0037069999999999998	-0.032119839999999997	0.1005679	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.66662500000000002	null	25.5	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.033243000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729013	2025-04-30 10:17:03	115	0	25	0.33103290000000002	20	21.94839	0	0	-0.65498659999999997	-0.65498659999999997	25.5	25.5	-30	-30	0	0	0	0	0	0	0	120	18	0	0.03213096	14.9	0.0057347780000000003	0	0	120	0.0057349999999999996	-0.02760309	0.1014728	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.65498699999999999	null	25.5	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.020822	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729014	2025-04-30 10:17:33	115	0	25	0.35306700000000002	20	21.93337	0	0	-0.64242699999999997	-0.64242699999999997	25.504059999999999	25.503319999999999	-30	-30	0	0	0	0	0	0	0	120	18	0	0.069141190000000005	14.9	0.00378765	0	0	120	0.0037880000000000001	-0.033482369999999997	0.1087302	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.64242699999999997	null	25.504059999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.040245000000000003	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729015	2025-04-30 10:18:03	115	0	25	0.34366839999999999	20	21.93488	0	0	-0.66249259999999999	-0.66249259999999999	25.50112	25.50112	-30	-30	0	0	0	0	0	0	0	120	18.010090000000002	0	0.041539670000000001	14.9	0.0029698400000000001	0	0	120	0.00297	-0.035603599999999999	0.11122659999999999	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.662493	null	25.50112	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024549000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729016	2025-04-30 10:18:33	115	0	25	0.31533359999999999	20	21.935749999999999	0	0	-0.66485439999999996	-0.66485439999999996	25.506060000000002	25.506060000000002	-30	-30	0	0	0	0	0	0	0	120	18.011220000000002	0	0.029971910000000001	14.9	0.0045876470000000003	0	0	120	0.0045880000000000001	-0.03411575	0.1020935	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.66485399999999995	null	25.506060000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.019016000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729017	2025-04-30 10:19:03	115	0	25	0.30097819999999997	20	21.931889999999999	0	0	-0.64462470000000005	-0.64462470000000005	25.505849999999999	25.51388	-30	-30	0	0	0	0	0	0	0	120	18.02543	0	0.0097681939999999991	14.9	0.00152363	0	0	120	0.001524	-0.036700009999999998	0.1071863	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.644625	null	25.505849999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.0062129999999999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729018	2025-04-30 10:19:33	115	0	25	0.32246839999999999	20	21.929580000000001	0	0	-0.6485282	-0.6485282	25.512540000000001	25.512540000000001	-30	-30	0	0	0	0	0	0	0	120	18.047540000000001	0	0.031158410000000001	14.9	0.0052609629999999996	0	0	120	0.0052610000000000001	-0.029560739999999999	0.1048771	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.64852799999999999	null	25.512540000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.020031	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729019	2025-04-30 10:20:03	115	0	25	0.32510050000000001	20	21.93479	0	0	-0.64411629999999997	-0.64411629999999997	25.546340000000001	25.53791	-30	-30	0	0	0	0	0	0	0	120	18.08549	0	0.037695039999999999	14.9	0.0075134099999999999	0	0	120	0.0075129999999999997	-0.027305940000000001	0.10398110000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.64411600000000002	null	25.546340000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024846	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729020	2025-04-30 10:20:33	115	0	25	0.34443689999999999	20	21.94126	0	0	-0.63787260000000001	-0.63787260000000001	25.514949999999999	25.514949999999999	-30	-30	0	0	0	0	0	0	0	120	18.067630000000001	0	0.049819160000000001	14.9	0.0074931110000000002	0	0	120	0.0074929999999999997	-0.025268100000000002	0.1051241	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.63787300000000002	null	25.514949999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.031537999999999997	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729021	2025-04-30 10:21:03	115	0	25	0.33539239999999998	20	21.945219999999999	0	0	-0.65970640000000003	-0.65970640000000003	25.56034	25.55846	-30	-30	0	0	0	0	0	0	0	120	18.04034	0	0.044032460000000002	14.9	0.0024823929999999998	0	0	120	0.0024819999999999998	-0.025844530000000001	0.10053520000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.65970600000000001	null	25.56034	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.025668	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729022	2025-04-30 10:21:33	115	0	25	0.33793329999999999	20	21.936990000000002	0	0	-0.66082920000000001	-0.66082920000000001	25.577929999999999	25.577929999999999	-30	-30	0	0	0	0	0	0	0	120	18.071490000000001	0	0.037947950000000001	14.9	0.003891865	0	0	120	0.0038920000000000001	-0.030501440000000001	0.1005402	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.660829	null	25.577929999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.023054999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729023	2025-04-30 10:22:03	115	0	25	0.33663080000000001	20	21.929300000000001	0	0	-0.64456740000000001	-0.64456740000000001	25.569479999999999	25.569479999999999	-30	-30	0	0	0	0	0	0	0	120	18.090070000000001	0	0.029290719999999999	14.9	0.0051989820000000004	0	0	120	0.0051989999999999996	-0.021493660000000001	0.10846790000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.644567	null	25.569479999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.018966	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729024	2025-04-30 10:22:33	115	0	25	0.32875929999999998	20	21.933350000000001	0	0	-0.65527199999999997	-0.65527199999999997	25.5717	25.57685	-30	-30	0	0	0	0	0	0	0	120	18.07488	0	0.039502059999999999	14.9	0.003554434	0	0	120	0.0035539999999999999	-0.022045929999999998	0.100268	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.65527199999999997	null	25.5717	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.023734000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729025	2025-04-30 10:23:03	115	0	25	0.34017520000000001	20	21.937550000000002	0	0	-0.65632760000000001	-0.65632760000000001	25.559239999999999	25.559239999999999	-30	-30	0	0	0	0	0	0	0	120	18.076280000000001	0	0.047696019999999999	14.9	0.0028044150000000002	0	0	120	0.0028040000000000001	-0.02812624	0.10152319999999999	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.65632800000000002	null	25.559239999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027865000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729026	2025-04-30 10:23:33	115	0	25	0.33609489999999997	20	21.935870000000001	0	0	-0.6424474	-0.6424474	25.552959999999999	25.561520000000002	-30	-30	0	0	0	0	0	0	0	120	18.09524	0	0.032890889999999999	14.9	0.0080575390000000007	0	0	120	0.0080579999999999992	-0.029684350000000002	0.1100159	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.64244699999999999	null	25.552959999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.02248	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729027	2025-04-30 10:24:03	115	0	25	0.32816459999999997	20	21.937639999999998	0	0	-0.67024010000000001	-0.67024010000000001	25.579499999999999	25.579499999999999	-30	-30	0	0	0	0	0	0	0	120	18.05179	0	0.033872380000000001	14.9	0.0037118870000000001	0	0	120	0.003712	-0.036591970000000001	0.1072702	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.67023999999999995	null	25.579499999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.020705999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729028	2025-04-30 10:24:33	115	0	25	0.32479219999999998	20	21.93366	0	0	-0.65378389999999997	-0.65378389999999997	25.560420000000001	25.560420000000001	-30	-30	0	0	0	0	0	0	0	120	18.095960000000002	0	0.023862020000000001	14.9	0.0014171190000000001	0	0	120	0.0014170000000000001	-0.031025819999999999	0.099698159999999994	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.65378400000000003	null	25.560420000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.013948	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729029	2025-04-30 10:25:03	115	0	25	0.34458470000000002	20	21.929410000000001	0	0	-0.66438249999999999	-0.66438249999999999	25.5624	25.569230000000001	-30	-30	0	0	0	0	0	0	0	120	18.100000000000001	0	0.055030679999999998	14.9	0.0041283279999999997	0	0	120	0.0041279999999999997	-0.032149959999999998	0.10492369999999999	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.66438299999999995	null	25.5624	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.032626000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729030	2025-04-30 10:25:33	115	0	25	0.34407100000000002	20	21.94097	0	0	-0.64087269999999996	-0.64087269999999996	25.57339	25.57339	-30	-30	0	0	0	0	0	0	0	120	18.086539999999999	0	0.05697874	14.9	0.0030044210000000002	0	0	120	0.0030040000000000002	-0.02995666	0.1047382	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.64087300000000003	null	25.57339	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.033104000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729031	2025-04-30 10:26:03	115	0	25	0.33266950000000001	20	21.946449999999999	0	0	-0.6658155	-0.6658155	25.565829999999998	25.55386	-30	-30	0	0	0	0	0	0	0	120	18.099969999999999	0	0.038533199999999997	14.9	0.0019477450000000001	0	0	120	0.0019480000000000001	-0.022274059999999998	0.099015800000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.66581500000000005	null	25.565829999999998	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.022342000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729032	2025-04-30 10:26:33	115	0	25	0.33078570000000002	20	21.932759999999998	0	0	-0.67788170000000003	-0.67788170000000003	25.57668	25.57668	-30	-30	0	0	0	0	0	0	0	120	18.080200000000001	0	0.039618880000000002	14.9	0.0038844370000000001	0	0	120	0.0038839999999999999	-0.037555119999999997	0.1073191	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.67788199999999998	null	25.57668	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.023975	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729033	2025-04-30 10:27:03	115	0	25	0.34001310000000001	20	21.943909999999999	0	0	-0.66281159999999995	-0.66281159999999995	25.579809999999998	25.583480000000002	-30	-30	0	0	0	0	0	0	0	120	18.051829999999999	0	0.046795820000000002	14.9	0.002710531	0	0	120	0.0027109999999999999	-0.040751790000000003	0.10431650000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.66281199999999996	null	25.579809999999998	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027317000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729034	2025-04-30 10:27:33	115	0	25	0.34771390000000002	20	21.93488	0	0	-0.6460051	-0.6460051	25.568429999999999	25.568429999999999	-30	-30	0	0	0	0	0	0	0	120	18.09619	0	0.060383829999999999	14.9	0.0063282069999999998	0	0	120	0.0063280000000000003	-0.03763702	0.10270940000000001	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.64600500000000005	null	25.568429999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.036757999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
