10587154	2025-05-11 15:06:22	1	6.860252	6.8864939999999999	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78.821976000000006	78.824473999999995	520.00903300000004	520.00927000000001	541.739868	541.71488599999998	null	0.36350100000000002	0.387187	39.70416259765625	40.067664000000001	40.091349999999998	3.810212373733521	3.7822499999999999	3.7926229999999999	93.862289428710938	93.966175000000007	93.862289000000004	232.4717712402344	234.50007199999999	234.670186	null	1.6444780000000001	1.600827	9.9975976943969727	11.642075999999999	11.598424	190.68019104003903	191.50303700000001	191.454328	0.3243788480758667	0.32661299999999999	0.32790900000000001	11.729999542236328	11.73	13.457341	13.505096999999999	3886.411376953125	3938.5358120000001	3930.1419970000002	3439.087158203125	3451.4936760000001	3452.485001	-11988114.744591	-11985462.983817	1	1	1	1	1	1	1	1	0.98963900000000005	0.987012	1	1	1	1	1	1	1	1	0.99829500000000004	0.99826999999999999	1	1	1	1	11.987933999999999	11.985282	2	2	1.856708	1.8570329999999999	8	8	1.9975909999999999	1.998704	10	10	10	10	8	8	7.9907719999999998	7.9869810000000001	8	8	8	8	8	8	8	8	1	1	24.588124000000001	24.576183	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.43319500000001	175.418902	1	1	1	1	1	1	null	null	-4.5099320000000001	152.953532	-0.72410099999999999	2.414504	32.275236999999997	-3.0364879999999999	1.5292829999999999	-1.864269	0.534721	0.0019680000000000001	-0.43515199999999998	-0.012174000000000001	0.82792699999999997	-3.2815759999999998	14.638062	11.73	0.086193000000000006	-0.16197400000000001	0.0020960000000000002	-0.0059569999999999996	0.0060740000000000004	-0.0059569999999999996	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587155	2025-05-11 15:06:52	0	6.3387169999999999	6.4387169999999996	1610.0070800000001	1609.673747	3.0099070000000001	3.0099070000000001	58.799999	58.809998999999998	520.00872800000002	519.87584800000002	541.71490500000004	541.68989399999998	null	0.286325	0.37915900000000002	40.086563110351562	40.372888000000003	40.465722	3.5157749652862549	3.4587530000000002	3.498186	94.040908813476562	94.436499999999995	94.040908999999999	210.95118713378903	212.42178100000001	213.087187	null	1.7486889999999999	1.5805530000000001	8.8711061477661133	10.619795	10.451658999999999	187.75184631347656	188.724132	188.53295900000001	0.64650040864944458	0.64273599999999997	0.64846199999999998	11.729999542236328	11.73	14.193500999999999	17.609735000000001	3898.859619140625	3973.904728	3941.8161420000001	3599.275634765625	3608.5392619999998	3612.3379199999999	-11781500.428128	-11771364.518410999	1	1	1	1	0.83818400000000004	0.83808400000000005	1	1	0.94481599999999999	0.93480600000000003	1	1	1	1	1	1	1	1	0.99831999999999999	0.99829500000000004	1	1	1	1	11.781319999999999	11.771184999999999	2	2	1.875235	1.876509	8	8	1.9949349999999999	1.9992209999999999	10	10	10	10	8	8	7.9419259999999996	7.9270699999999996	8	8	8	8	8	8	7.6448520000000002	7.6295330000000003	1	1	24.404064999999999	23.549921000000001	10	10	10	10	10	10	10	10	10	10	10	10	8	8	174.86101300000001	173.98225500000001	1	1	1	1	1	0	null	null	-3.8414980000000001	193.317069	-10.357552999999999	1.4916119999999999	34.303064999999997	-3.5522459999999998	1.505509	-1.968734	-1.934445	0.17469799999999999	-0.422014	0.043777999999999997	0.84347399999999995	-3.3189519999999999	14.818293000000001	11.73	0.087055999999999994	-0.160886	-0.010182	0.038553999999999998	0.018853000000000002	0.038553999999999998	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587156	2025-05-11 15:07:22	0	6.2792399999999997	6.3792400000000002	1610.0070800000001	1609.8959689999999	3.0099070000000001	3.0099070000000001	73.799994999999996	73.809995000000001	520.00872800000002	519.96501000000001	541.71490500000004	541.67322799999999	null	0.276586	0.37178800000000001	37.899387359619141	38.175973999999997	38.271175999999997	4.2018136978149414	4.1446880000000004	4.1842249999999996	93.699363708496094	94.094954999999999	93.699364000000003	108.11153411865234	109.50646	110.190235	null	1.7124740000000001	1.545612	13.650407791137695	15.362881	15.196020000000001	186.63874816894531	187.612278	187.42328699999999	0.36506238579750067	0.36747600000000002	0.37273099999999998	11.729999542236328	11.73	18.136913	12.342727999999999	3950.447021484375	4024.5477409999999	3992.692634	2940.25732421875	2949.0305920000001	2953.0111339999999	-11925577.901938001	-11915427.922366001	1	1	1	1	0.98819900000000005	0.98809899999999995	1	1	0.938863	0.92885300000000004	1	1	1	1	1	1	1	1	0.99833700000000003	0.99829500000000004	1	1	1	1	11.925397999999999	11.915247000000001	2	2	1.8826480000000001	1.8839079999999999	8	8	1.9958579999999999	2.2632970000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	23.418113000000002	24.866804999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	174.29661899999999	176.01400899999999	1	1	1	1	1	1	null	null	-1.3648260000000001	204.76875200000001	-13.999236	-9.4612719999999992	9.8530119999999997	2.3353600000000001	1.467697	-1.7508360000000001	-2.3129919999999999	-0.16292599999999999	-0.42933300000000002	0.047701	0.85287800000000002	-3.365291	14.841879	11.73	0.085730000000000001	-0.15703300000000001	-0.012404	0.034660999999999997	0.019439999999999999	0.034660999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587157	2025-05-11 15:07:52	0	6.4596960000000001	6.5596959999999997	1610.0070800000001	1609.8589320000001	3.0099070000000001	3.0099070000000001	77	76.989999999999995	520.00872800000002	519.95017600000006	541.71490500000004	541.65934200000004	null	0.278972	0.381351	37.499492645263672	37.778464999999997	37.880844000000003	3.5611183643341064	3.5040819999999999	3.5435289999999999	93.416702270507812	93.812293999999994	93.416702000000001	191.99700927734375	193.29826499999999	194.15005099999999	null	1.7404850000000001	1.574311	12.441930770874023	14.182415000000001	14.016241000000001	190.4039001464844	191.378784	191.19164499999999	0.33236876130104065	0.33626099999999998	0.34164	11.729999542236328	11.73	12.867238	12.114672000000001	3914.7021484375	3989.034255	3957.8700520000002	2723.587890625	2732.4753780000001	2736.741841	-11955457.985407	-11945392.606075	1	1	1	1	1	1	1	1	0.95692699999999997	0.94691700000000001	1	1	1	1	1	1	1	1	0.99835099999999999	0.99829500000000004	1	1	1	1	11.955277000000001	11.945212	2	2	1.857537	1.858784	8	8	1.995144	1.9993799999999999	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.735664	24.923824	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.588345	175.78198900000001	1	1	1	1	1	0	null	null	-1.187686	170.30157199999999	-17.034544	-15.310831	-22.797557999999999	4.315785	1.470798	-1.6184229999999999	0.47848400000000002	-0.62420699999999996	-0.38337100000000002	0.046887999999999999	0.85766299999999995	-3.4021370000000002	14.878783	11.73	0.082650000000000001	-0.17502200000000001	-0.0079509999999999997	0.041575000000000001	0.014231000000000001	0.041575000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587158	2025-05-11 15:08:22	0	6.9086249999999998	6.8836250000000003	1610.0070800000001	1609.92066	3.0099070000000001	3.0099070000000001	77	76.989999999999995	520.00872800000002	519.97495100000003	541.71490500000004	541.64915800000006	null	0.41352499999999998	0.39395799999999997	35.70074462890625	36.114269999999998	36.094703000000003	3.8237564563751225	3.8161079999999998	3.8061669999999999	93.094787597656236	92.995767000000001	93.094787999999994	175.95791625976562	178.30498600000001	178.20897400000001	null	1.5614239999999999	1.602911	8.2146530151367188	9.776078	9.8175640000000008	194.67340087890625	195.40412799999999	195.46051700000001	0.37413781881332397	0.38265300000000002	0.38162600000000002	11.729999542236328	11.73	11.976407999999999	14.560877	3939.011474609375	3975.1691569999998	3983.3947680000001	2977.5	2992.0245329999998	2991.180492	-11987893.63075	-11990329.738663999	1	1	1	1	1	1	1	1	0.98935200000000001	0.99185400000000001	1	1	1	1	1	1	1	1	0.99836100000000005	0.99829500000000004	1	1	1	1	11.987712999999999	11.990149000000001	2	2	1.8307	1.8303240000000001	8	8	1.999709	1.998651	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.958393999999998	24.312211999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.788803	175.141187	1	1	1	1	1	1	null	null	-1.2214240000000001	169.86772199999999	-20.926293000000001	-21.109000999999999	-51.734907	7.3316759999999999	1.492443	-1.6477999999999999	2.4757359999999999	-0.604576	-0.33164100000000002	-0.064544000000000004	0.85230799999999995	-3.41289	14.901612	11.73	0.080429	-0.18057400000000001	0.00045100000000000001	0.066295999999999994	0.0057889999999999999	0.066295999999999994	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587159	2025-05-11 15:08:52	0	6.9962970000000002	6.9712969999999999	1610.0070800000001	1609.928891	3.0099070000000001	3.0099070000000001	77	76.989999999999995	520.00872800000002	519.978208	541.71490500000004	541.64113499999996	null	0.401586	0.38209199999999999	35.82391357421875	36.225499999999997	36.206004999999998	4.3698391914367676	4.3621869999999996	4.3522499999999997	93.041786193847642	92.942764999999994	93.041786000000002	179.11053466796875	181.36477400000001	181.26933500000001	null	1.5318879999999999	1.5734319999999999	7.458798885345459	8.9906869999999994	9.0322309999999995	198.06163024902344	198.79189400000001	198.84916899999999	0.30664974451065063	0.31631500000000001	0.31526700000000002	11.729999542236328	11.73	14.420379000000001	15.068137999999999	3917.9580078125	3952.9660239999998	3961.1973360000002	2817.94580078125	2831.9706940000001	2831.1307179999999	-11996678.106829001	-11998475.270772001	1	1	1	1	1	1	1	1	0.99812800000000002	1	1	1	1	1	1	1	1	1	0.99836899999999995	0.99829500000000004	1	1	1	1	11.996497	11.998295000000001	2	2	1.808114	1.8077319999999999	8	8	3.0867290000000001	1.999403	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.347339999999999	24.185383999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	176.24218400000001	174.99251899999999	1	1	1	1	1	0	null	null	-6.1644160000000001	183.87990600000001	-23.908082	-25.509888	-86.491078000000002	5.7503770000000003	1.454718	-1.6914499999999999	2.1129570000000002	-0.37491600000000003	-0.31197000000000003	-0.19310099999999999	0.84773799999999999	-3.5077029999999998	14.924531	11.73	0.078922999999999993	-0.168568	0.014141000000000001	0.059622000000000001	-0.010917	0.059622000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587160	2025-05-11 15:09:22	0	6.8925049999999999	6.8675050000000004	1610.0070800000001	1609.9522099999999	3.0099070000000001	3.0099070000000001	77	76.989999999999995	520.00872800000002	519.98761999999999	541.71490500000004	541.63506600000005	null	0.39056299999999999	0.371224	36.330799102783203	36.721361999999999	36.702022999999997	3.3789598941802979	3.3712970000000002	3.3613710000000001	93.0830078125	92.983986999999999	93.083008000000007	188.58529663085935	190.75383299999999	190.65960799999999	null	1.5008729999999999	1.5425610000000001	5.7443790435791016	7.2452519999999998	7.2869400000000004	197.23098754882812	197.96942300000001	198.02714700000001	0.3372708261013031	0.346217	0.34511599999999998	11.729999542236328	11.73	14.930092	14.468495000000001	3907.61279296875	3941.5588379999999	3949.803938	2916.438232421875	2929.9955799999998	2929.168396	-11986296.306194	-11988716.583009001	1	1	1	1	1	1	1	1	0.987738	0.99024100000000004	1	1	1	1	1	1	1	1	0.99837500000000001	0.99829500000000004	1	1	1	1	11.986113	11.988536	2	2	1.813598	1.813213	8	8	4.9476009999999997	2.4463159999999999	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.219899000000002	24.33531	10	10	10	10	10	10	10	10	10	10	10	10	8	8	177.98109700000001	175.59483800000001	1	1	1	1	1	1	null	null	-11.956599000000001	166.84108800000001	-25.981601000000001	-28.023381000000001	-111.238613	3.3588650000000002	1.409951	-1.7428110000000001	-0.063842999999999997	-0.011780000000000001	-0.64322299999999999	-0.34912799999999999	0.84120700000000004	-3.679675	14.939859999999999	11.73	0.077781000000000003	-0.16161300000000001	0.012347	0.0095029999999999993	-0.0074029999999999999	0.0095029999999999993	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587161	2025-05-11 15:09:52	0	6.7792630000000003	6.8454560000000004	1610.0070800000001	1609.9627270000001	3.0099070000000001	3.0099070000000001	77	76.989999999999995	520.00872800000002	519.991803	541.71490500000004	541.63036899999997	null	0.285053	0.35337400000000002	36.544120788574219	36.829174000000002	36.897494999999999	3.7095146179199214	3.6658179999999998	3.691926	93.200782775878906	93.462727000000001	93.200783000000001	189.91810607910156	191.26661100000001	191.85366099999999	null	1.5977840000000001	1.4881580000000001	7.1386628150939941	8.7364470000000001	8.6268209999999996	196.78294372558591	197.70245199999999	197.58428599999999	0.35839942097663879	0.36347800000000002	0.36690899999999999	11.729999542236328	11.73	14.845563	13.82803	3898.89013671875	3959.8168649999998	3939.358682	2814.008544921875	2823.1187799999998	2825.9899719999999	-11984091.03547	-11977384.507548001	1	1	1	1	1	1	1	1	0.98553100000000005	0.97890500000000003	1	1	1	1	1	1	1	1	0.99838000000000005	0.99829500000000004	1	1	1	1	11.983911000000001	11.9772	2	2	1.815377	1.816165	8	8	1.9987820000000001	5.7105249999999996	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.241033000000002	24.495442000000001	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.055193	179.022132	1	1	1	1	1	0	null	null	-19.103304999999999	133.559361	-27.600349000000001	-29.500875000000001	-122.92852499999999	2.7309130000000001	1.3416969999999999	-1.8758010000000001	-0.86121300000000001	0.158997	-0.74348400000000003	-0.50332200000000005	0.81660900000000003	-3.7467779999999999	14.729431	11.73	0.076819999999999999	-0.15198	0.031433000000000003	-0.039197999999999997	-0.027394000000000002	-0.039197999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587162	2025-05-11 15:10:22	0	6.9490790000000002	6.9240789999999999	1610.0070800000001	1609.9740059999999	3.0099070000000001	3.0099070000000001	77	76.989999999999995	520.00872800000002	519.86271699999998	541.71490500000004	541.62678000000005	null	0.35728799999999999	0.33791300000000002	35.839614868164062	36.196902999999999	36.177528000000002	4.0294694900512695	4.0217960000000001	4.0118799999999997	92.980941772460938	92.881921000000006	92.980941999999999	176.61402893066406	178.52389299999999	178.42941300000001	null	1.3951910000000001	1.4370309999999999	7.364598274230957	8.7597889999999996	8.8016299999999994	197.16081237792969	197.90315200000001	197.961671	0.38551953434944153	0.39546700000000001	0.394314	11.729999542236328	11.73	13.688364	14.793953	3913.267822265625	3944.0052409999998	3952.2433329999999	2763.08544921875	2775.2425079999998	2774.4165410000001	-11991971.00568	-11994385.105587	1	1	1	1	1	1	1	1	0.99340099999999998	0.99590400000000001	1	1	1	1	1	1	1	1	0.99838300000000002	0.99829500000000004	1	1	1	1	11.991784000000001	11.994199	2	2	1.814039	1.8136490000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.530362	24.253937000000001	10	10	10	10	10	10	10	10	10	10	10	10	8	8	181.344401	181.067587	1	1	1	1	1	1	null	null	-26.277619999999999	108.91363200000001	-29.850421000000001	-31.580570999999999	-128.92443900000001	4.1352099999999998	1.2766709999999999	-1.8952340000000001	0.22389899999999999	-0.102066	-0.79251099999999997	-0.68497600000000003	0.76881299999999997	-3.6297440000000001	14.564083	11.73	0.076294000000000001	-0.14899699999999999	0.034875999999999997	-0.037960000000000001	-0.027667000000000001	-0.037960000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587163	2025-05-11 15:10:52	0	6.9370620000000001	6.9120619999999997	1610.0070800000001	1609.9812710000001	3.0099070000000001	3.0099070000000001	78	77.989999999999995	520.00872800000002	519.82108300000004	541.71490500000004	541.62401799999998	null	0.34231600000000001	0.32290600000000003	36.463291168212891	36.805607000000002	36.786197000000001	3.440399169921875	3.4327220000000001	3.4228100000000001	93.092819213867188	92.993797999999998	93.092819000000006	192.64625549316409	194.43974600000001	194.34500399999999	null	1.3482209999999999	1.390115	6.4642281532287598	7.812449	7.8543430000000001	199.24185180664065	199.98253800000001	200.04140100000001	0.30015131831169128	0.31027500000000002	0.30910399999999999	11.729999542236328	11.73	14.657731999999999	14.287065999999999	3898.99609375	3928.2883499999998	3936.5214540000002	2729.678955078125	2741.2042240000001	2740.377176	-11990770.678766999	-11993182.385985	1	1	1	1	1	1	1	1	0.99219800000000002	0.99470099999999995	1	1	1	1	1	1	1	1	0.998386	0.99829500000000004	1	1	1	1	11.990584	11.992996	2	2	1.800176	1.7997840000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.287996	24.380672000000001	10	10	10	10	10	10	10	10	10	10	10	10	7.9996700000000001	8	181.08784199999999	181.18045599999999	1	1	1	1	1	0	null	null	-34.850245999999999	108.430234	-31.329384000000001	-32.579391000000001	-136.72261900000001	1.245938	1.2190380000000001	-1.988912	0.62387400000000004	-0.107964	-0.80948500000000001	-0.80930599999999997	0.71233299999999999	-3.3372809999999999	14.453823999999999	11.73	0.079669000000000004	-0.15809200000000001	0.028455000000000001	-0.053113	-0.019373000000000001	-0.053113	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587164	2025-05-11 15:11:22	0	6.9195159999999998	6.9323670000000002	1610.0070800000001	1609.9874520000001	3.0099070000000001	3.0099070000000001	78	77.989999999999995	520.00872800000002	519.76417600000002	541.71490500000004	541.62190099999998	null	0.29710900000000001	0.31298500000000001	36.320919036865234	36.618028000000002	36.633904000000001	4.0120000839233398	3.989382	3.9944109999999999	93.183120727539062	93.234003999999999	93.183121	194.31983947753903	195.76201399999999	195.94148999999999	null	1.376449	1.35545	6.2367415428161621	7.6131900000000003	7.5921909999999997	200.83645629882812	201.65199000000001	201.63741899999999	0.3582892119884491	0.36651	0.36720999999999998	11.729999542236328	11.73	14.363943000000001	14.188211000000001	3900.244873046875	3940.4953209999999	3936.811091	2727.424560546875	2737.037973	2737.7035420000002	-11992805.375125	-11991425.978264	1	1	1	1	1	1	1	1	0.99423099999999998	0.99294499999999997	1	1	1	1	1	1	1	1	0.99838800000000005	0.99829500000000004	1	1	1	1	11.992618999999999	11.991239999999999	2	2	1.7890459999999999	1.7891440000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.361450000000001	24.405387999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	181.150497	181.19453100000001	1	1	1	1	1	1	null	null	-40.778880999999998	80.258859000000001	-33.746122	-36.257044999999998	-175.87964700000001	2.2884190000000002	1.169986	-2.1675580000000001	-0.11709899999999999	0.202179	-0.80082600000000004	-0.96745599999999998	0.65117700000000001	-3.0120279999999999	14.374974	11.73	0.082383999999999999	-0.149807	0.031104	-0.050470000000000001	-0.022473	-0.050470000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
