997851	2025-04-30 01:35:29	50.497889999999998	71.149690000000007	19.096699999999998	227.15530000000001	2576.3009999999999	17.127690000000001	64.228579999999994	42.193280000000001	92.691180000000003	30.950030000000002	4100	1.7	47.918869999999998	47.75	94.887699999999995	96	2.4618790000000002	2.25	4.8799000000000001	4	0.11715100000000001	0	0	0	80	-0.035830939999999999	32.117179999999998	86.574439999999996	54.686010000000003	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.020615000000006	19.096699999999998	19.146699999999999	227.15530000000001	227.55529999999999	2570.0610000000001	19.828759999999999	64.308339000000004	53.357277000000003	110.01385999999999	31.036254	4125.848696	1.6199760000000001	575.58953399999996	790548.92619000003	0	0	0	20	19.850304999999999	100	0	4.0345829999999996	0	0	0	100	100	100	0	0.99482999999999999	50	60	0.99239999999999995	2663.2085269999998	53.157854999999998	-791125.01672399999	2568.9575340000001	17.304478	64.319453999999993	42.692368000000002	93.454402000000002	30.970268999999998	4130.6936260000002	1.351583	790362.02142899996	0	0	0	20	19.844788000000001	100	0	4.034027	0	0	0	100	96.690880000000007	100	0	0.99386099999999999	50	60	0.98703200000000002	2661.136477	53.222729999999999	-790935.07201700006	62	52	1	75	68	1	25	22	1	260	250	1	572.55058799999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997852	2025-04-30 01:35:59	50.454830000000001	71.207560000000001	19.096699999999998	229.8288	2575.5100000000002	16.684349999999998	59.963650000000001	42.666139999999999	93.12097	30.129249999999999	4100	1.7	47.86871	47.75	94.882260000000002	96	2.4705189999999999	2.25	4.8885449999999997	4	0.1156002	0	0	0	80	-0.070635130000000004	32.117179999999998	86.516570000000002	54.451639999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018328999999994	19.096699999999998	19.146699999999999	229.8288	230.22880000000001	2570.7434149999999	19.322209000000001	60.042321000000001	53.549717999999999	110.011347	30.953529	4128.4289669999998	1.448169	575.79360999999994	791440.09285699995	0	0	0	20	19.853717	100	0	4.247884	0	0	0	100	100	100	0	0.99431400000000003	50	60	0.98896300000000004	2659.3801870000002	53.081440999999998	-792016.38746700005	2569.6335340000001	16.870305999999999	60.054524000000001	43.202188	93.941626999999997	30.877679000000001	4123.2973309999998	1.870827	791253.18809499999	0	0	0	20	19.848168000000001	100	0	4.247274	0	0	0	100	96.788325	100	0	0.99534100000000003	50	60	0.997417	2657.3227550000001	53.146455000000003	-791826.56461899995	62	52	1	75	68	1	25	22	1	260	250	1	572.87652400000002	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997853	2025-04-30 01:36:29	50.303959999999996	71.149690000000007	19.096699999999998	230.11529999999999	2577.2950000000001	16.92661	62.127940000000002	41.93045	92.234409999999997	32.107669999999999	4100	1.7	47.728110000000001	47.75	94.881029999999996	96	2.4602189999999999	2.25	4.8889129999999996	4	0.1156341	0	0	0	80	-0.17452860000000001	32.117179999999998	86.516570000000002	53.982909999999997	28.355709999999998	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.022409999999994	19.096699999999998	19.146699999999999	230.11529999999999	230.5153	2571.0181440000001	19.695008999999999	62.208553000000002	53.394058999999999	110.01884800000001	31.098334999999999	4121.1521009999997	1.9666330000000001	575.69266000000005	791535.59285699995	0	0	0	20	19.855091000000002	100	0	4.1395720000000003	0	0	0	100	100	100	0	0.99577000000000004	50	60	0.99933300000000003	2662.0594080000001	53.134917999999999	-792111.78651699994	2569.9197159999999	17.120744999999999	62.218814000000002	42.499484000000002	93.106325999999996	31.040096999999999	4122.5046510000002	1.92909	791348.68809499999	0	0	0	20	19.849599000000001	100	0	4.1390589999999996	0	0	0	100	96.621264999999994	100	0	0.99549900000000002	50	60	0.99858199999999997	2659.9784159999999	53.199567999999999	-791921.79209899995	62	52	1	75	68	1	25	22	1	260	250	1	572.60400400000003	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997854	2025-04-30 01:36:59	50.210320000000003	71.207560000000001	19.125640000000001	227.4417	2575.4830000000002	17.180820000000001	61.0458	42.459629999999997	92.66995	30.849129999999999	4100	1.7	47.645350000000001	47.75	94.889390000000006	96	2.448089	2.25	4.8774629999999997	4	0.1168864	0	0	0	80	-0.27067140000000001	32.117179999999998	86.545500000000004	54.217280000000002	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.020124999999993	19.125640000000001	19.175640000000001	227.4417	227.8417	2571.4768300000001	19.886189000000002	61.125324999999997	53.642831000000001	110.022231	31.126850999999998	4120.2789940000002	2.0181770000000001	575.75589200000002	790658.86285699997	0	0	0	20	19.857384	100	0	4.1937340000000001	0	0	0	100	100	100	0	0.99594400000000005	50	60	1	2661.525361	53.124259000000002	-791235.11974899995	2570.3719890000002	17.383537	61.136673999999999	43.063288	93.595669000000001	31.058751000000001	4129.8986869999999	1.405141	790471.95809500001	0	0	0	20	19.851859999999999	100	0	4.1931659999999997	0	0	0	100	96.719133999999997	100	0	0.99402000000000001	50	60	0.98810299999999995	2659.4587059999999	53.189174000000001	-791045.20437799999	62	52	1	75	68	1	25	22	1	260	250	1	572.74628299999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997855	2025-04-30 01:37:29	50.426490000000001	71.178629999999998	19.241379999999999	229.73339999999999	2579.8710000000001	17.188330000000001	61.809669999999997	43.197890000000001	93.624380000000002	32.052480000000003	4100	1.7	47.856630000000003	47.75	94.906469999999999	96	2.4528300000000001	2.25	4.8615959999999996	4	0.1170267	0	0	0	80	-0.2864546	32.117179999999998	86.545500000000004	54.764139999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.015315999999999	19.241379999999999	19.29138	229.73339999999999	230.13339999999999	2572.06369	19.752808000000002	61.886907000000001	53.756914999999999	110.01427	31.254401000000001	4127.541725	1.5026740000000001	575.71032600000001	791480.63285699999	0	0	0	20	19.860317999999999	100	0	4.1556550000000003	0	0	0	100	100	100	0	0.99449200000000004	50	60	0.99005299999999996	2662.91282	53.151952000000001	-792056.84418300004	2570.9453520000002	17.400566000000001	61.900543999999996	43.839962999999997	94.609791000000001	31.165547	4123.5606479999997	1.851561	791293.72809500003	0	0	0	20	19.854727	100	0	4.154973	0	0	0	100	96.921958000000004	100	0	0.99528799999999995	50	60	0.997031	2660.8762310000002	53.217525000000002	-791867.15207199997	62	52	1	75	68	1	25	22	1	260	250	1	572.92397700000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997856	2025-04-30 01:37:59	50.240569999999998	71.149690000000007	19.111170000000001	228.874	2579.5390000000002	18.122859999999999	62.318910000000002	42.584000000000003	92.824569999999994	30.892469999999999	4100	1.7	47.660249999999998	47.75	94.862750000000005	96	2.465408	2.25	4.9081270000000004	4	0.1149155	0	0	0	80	-0.2912942	32.117179999999998	86.574439999999996	54.686010000000003	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018916000000004	19.111170000000001	19.161169999999998	228.874	229.274	2572.8625849999999	20.804537	62.397860000000001	53.662052000000003	110.01476599999999	31.180779999999999	4121.3144700000003	1.945114	575.704386	791129.06119000004	0	0	0	20	19.864312999999999	100	0	4.1301069999999998	0	0	0	100	100	100	0	0.99573699999999998	50	60	0.99890199999999996	2664.560802	53.184846	-791705.26657600002	2571.7543519999999	18.343311	62.409784000000002	43.259236999999999	93.861513000000002	31.107464	4125.9478920000001	1.6802619999999999	790942.15642899997	0	0	0	20	19.858771999999998	100	0	4.1295109999999999	0	0	0	100	96.772302999999994	100	0	0.99480999999999997	50	60	0.99360499999999996	2662.5030449999999	53.250061000000002	-791515.40542900003	62	52	1	75	68	1	25	22	1	260	250	1	572.74900100000002	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997857	2025-04-30 01:38:29	50.296599999999998	71.178629999999998	19.0533	227.15530000000001	2576.1489999999999	17.84299	62.828159999999997	43.221899999999998	93.468440000000001	30.423190000000002	4100	1.7	47.723689999999998	47.75	94.87585	96	2.4566979999999998	2.25	4.8932159999999998	4	0.116204	0	0	0	80	-0.1725544	32.117179999999998	86.574439999999996	54.061030000000002	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.01567	19.0533	19.103300000000001	227.15530000000001	227.55529999999999	2572.7305150000002	20.431184999999999	62.905565000000003	53.885814000000003	110.020096	31.133179999999999	4123.6018990000002	1.770038	575.67905599999995	790527.22618999996	0	0	0	20	19.863652999999999	100	0	4.1047219999999998	0	0	0	100	100	100	0	0.99528000000000005	50	60	0.99540099999999998	2664.7653180000002	53.188929000000002	-791103.40624599997	2571.613171	18.072030000000002	62.919034000000003	43.931820999999999	94.559275999999997	31.045853999999999	4130.7151960000001	1.3514060000000001	790340.321429	0	0	0	20	19.858066000000001	100	0	4.1040479999999997	0	0	0	100	96.911855000000003	100	0	0.99385699999999999	50	60	0.98702800000000002	2662.728055	53.254561000000002	-790913.67628300004	62	52	1	75	68	1	25	22	1	260	250	1	572.85485400000005	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997858	2025-04-30 01:38:59	50.273519999999998	71.149690000000007	18.980969999999999	226.86879999999999	2568.8359999999998	17.523859999999999	62.700850000000003	42.50414	92.796629999999993	31.588480000000001	4100	1.7	47.706270000000004	47.75	94.892229999999998	96	2.4496519999999999	2.25	4.8741750000000001	4	0.11759749999999999	0	0	0	80	-0.15904689999999999	32.117179999999998	86.574439999999996	54.607889999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018548999999993	18.980969999999999	19.03097	226.86879999999999	227.2688	2572.3549790000002	20.207260000000002	62.779625000000003	53.589908999999999	109.998723	31.260507	4128.4498910000002	1.4393419999999999	575.66793500000006	790395.56119000004	0	0	0	20	19.861775000000002	100	0	4.1110189999999998	0	0	0	100	99.999745000000004	100	0	0.99431000000000003	50	60	0.98878699999999997	2664.2692059999999	53.179026	-790971.730125	2571.2457159999999	17.761631000000001	62.791724000000002	43.249327000000001	93.942262999999997	31.185607000000001	4131.5078119999998	1.2983739999999999	790208.65642899997	0	0	0	20	19.856228999999999	100	0	4.1104139999999996	0	0	0	100	96.788453000000004	100	0	0.99369799999999997	50	60	0.98596700000000004	2662.2152660000002	53.244304999999997	-790781.89118899999	62	52	1	75	68	1	25	22	1	260	250	1	572.73476100000005	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997859	2025-04-30 01:39:29	50.227829999999997	71.149690000000007	18.980969999999999	226.77340000000001	2564.6610000000001	17.337309999999999	62.955469999999998	42.301830000000002	92.529660000000007	31.522020000000001	4100	1.7	47.656019999999998	47.75	94.895899999999997	96	2.4545409999999999	2.25	4.8707289999999999	4	0.1172701	0	0	0	80	-0.23936660000000001	32.117179999999998	86.545500000000004	53.51417	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.019748000000007	18.980969999999999	19.03097	226.77340000000001	227.17339999999999	2572.3959789999999	20.062587000000001	63.034815999999999	53.573697000000003	110.018603	31.381343999999999	4129.2876779999997	1.3855109999999999	575.66706899999997	790363.76118999999	0	0	0	20	19.861979999999999	100	0	4.0982589999999997	0	0	0	100	100	100	0	0.99414199999999997	50	60	0.98770999999999998	2664.595585	53.185541000000001	-790939.92926	2571.2900800000002	17.58222	63.046343999999998	43.075864000000003	93.720113999999995	31.311615	4131.7792529999997	1.2807599999999999	790176.85642900004	0	0	0	20	19.856449999999999	100	0	4.097683	0	0	0	100	96.744022999999999	100	0	0.99364399999999997	50	60	0.98561500000000002	2662.5351690000002	53.250703000000001	-790750.03384399996	62	52	1	75	68	1	25	22	1	260	250	1	572.677415	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997860	2025-04-30 01:39:59	50.528109999999998	71.033950000000004	18.720559999999999	227.6327	2564.0120000000002	17.048539999999999	65.692670000000007	42.306660000000001	92.834770000000006	31.270029999999998	4100	1.7	47.923879999999997	47.75	94.839759999999998	96	2.4892989999999999	2.25	4.9319509999999998	4	0.1149352	0	0	0	80	-0.1704029	32.117179999999998	86.545500000000004	54.217280000000002	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018062999999998	18.720559999999999	18.77056	227.6327	228.03270000000001	2572.4471610000001	19.727409000000002	65.771214000000001	53.372373000000003	110.005945	31.302947	4129.5098680000001	1.370995	575.51217299999996	790519.98952399998	0	0	0	20	19.862235999999999	100	0	3.9614389999999999	0	0	0	100	100	100	0	0.99409800000000004	50	60	0.98741999999999996	2667.204835	53.237620999999997	-791096.00269700005	2571.336534	17.300104000000001	65.783544000000006	43.107588	94.067010999999994	31.225950000000001	4129.4096799999998	1.440769	790333.08476200001	0	0	0	20	19.856683	100	0	3.960823	0	0	0	100	96.813401999999996	100	0	0.99411799999999995	50	60	0.988815	2665.1550900000002	53.303102000000003	-790906.19860300003	62	52	1	75	68	1	25	22	1	260	250	1	572.61384099999998	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997861	2025-04-30 01:40:29	50.011499999999998	71.149690000000007	18.894159999999999	227.2508	2573.6889999999999	17.03153	63.910310000000003	42.137340000000002	92.148840000000007	30.848579999999998	4100	1.7	47.417459999999998	47.75	94.825869999999995	96	2.4808500000000002	2.25	4.9480550000000001	4	0.11318830000000001	0	0	0	80	0.012007489999999999	32.117179999999998	86.545500000000004	54.686010000000003	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.021304999999998	18.894159999999999	18.94416	227.2508	227.6508	2572.345973	19.812199	63.990397000000002	53.655873	110.017912	31.264385999999998	4127.2468419999996	1.5286040000000001	575.60906899999998	790479.48952399998	0	0	0	20	19.861730000000001	100	0	4.0504800000000003	0	0	0	100	100	100	0	0.99455099999999996	50	60	0.99057200000000001	2665.3274849999998	53.200149000000003	-791055.59959200001	2571.244443	17.287510999999999	64.001183999999995	42.956119999999999	93.408817999999997	31.201378999999999	4130.4838410000002	1.368908	790292.58476200001	0	0	0	20	19.856221999999999	100	0	4.0499409999999996	0	0	0	100	96.681764000000001	100	0	0.99390299999999998	50	60	0.98737799999999998	2663.2589560000001	53.265179000000003	-790865.65396999998	62	52	1	75	68	1	25	22	1	260	250	1	572.569208	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997862	2025-04-30 01:40:59	50.427860000000003	71.149690000000007	19.48732	227.4417	2569.9470000000001	17.39434	63.27375	42.295540000000003	92.723399999999998	30.941960000000002	4100	1.7	47.84881	47.75	94.881330000000005	96	2.4651390000000002	2.25	4.8925000000000001	4	0.1139081	0	0	0	80	0.02984057	32.117179999999998	86.516570000000002	53.982909999999997	28.355709999999998	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018298000000001	19.48732	19.537320000000001	227.4417	227.8417	2571.7767749999998	20.090805	63.352406000000002	53.439439	110.0151	31.276629	4128.2202630000002	1.45851	575.64522999999997	790839.70285700005	0	0	0	20	19.858884	100	0	4.0823799999999997	0	0	0	100	100	100	0	0.99435600000000002	50	60	0.98916999999999999	2664.231863	53.178280999999998	-791415.84908700001	2570.6668070000001	17.659804000000001	63.364623999999999	43.152667999999998	94.042958999999996	31.200645000000002	4129.9639180000004	1.4045650000000001	790652.79809499998	0	0	0	20	19.853334	100	0	4.0817690000000004	0	0	0	100	96.808592000000004	100	0	0.99400699999999997	50	60	0.98809100000000005	2662.1819999999998	53.243639999999999	-791226.02388800005	62	52	1	75	68	1	25	22	1	260	250	1	572.72579299999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997863	2025-04-30 01:41:29	50.228630000000003	71.207560000000001	18.894159999999999	227.4417	2579.2910000000002	17.056930000000001	61.427729999999997	43.067810000000001	93.296440000000004	31.055009999999999	4100	1.7	47.658389999999997	47.75	94.878069999999994	96	2.452502	2.25	4.8873759999999997	4	0.11772829999999999	0	0	0	80	-0.19581999999999999	32.117179999999998	86.545500000000004	54.295400000000001	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.015292000000002	18.894159999999999	18.94416	227.4417	227.8417	2572.1289400000001	19.667490999999998	61.504955000000002	53.830852999999998	110.000961	31.373763	4127.6066920000003	1.495317	575.722668	790543.12285699998	0	0	0	20	19.860645000000002	100	0	4.1747519999999998	0	0	0	100	100	100	0	0.994479	50	60	0.98990599999999995	2662.6472469999999	53.146652000000003	-791119.34652499994	2571.010534	17.330898999999999	61.518604000000003	43.959338000000002	94.669445999999994	31.284804999999999	4129.9720090000001	1.404495	790356.21809500002	0	0	0	20	19.855053000000002	100	0	4.1740700000000004	0	0	0	100	96.933888999999994	100	0	0.99400599999999995	50	60	0.98809000000000002	2660.6163200000001	53.212325999999997	-790929.66320199997	62	52	1	75	68	1	25	22	1	260	250	1	572.94510700000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997864	2025-04-30 01:41:59	50.572710000000001	71.091819999999998	19.082239999999999	228.11009999999999	2571.192	17.59798	63.719340000000003	43.014560000000003	93.587270000000004	30.944030000000001	4100	1.7	47.988549999999996	47.75	94.891249999999999	96	2.4672109999999998	2.25	4.8772950000000002	4	0.1169528	0	0	0	80	-0.2441981	32.117179999999998	86.574439999999996	55.15475	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.013727000000003	19.082239999999999	19.132239999999999	228.11009999999999	228.51009999999999	2571.5785129999999	20.166152	63.795820999999997	53.590184000000001	110.002762	31.274729000000001	4127.5734259999999	1.4977560000000001	575.61415499999998	790859.96285699995	0	0	0	20	19.857893000000001	100	0	4.0602090000000004	0	0	0	100	100	100	0	0.99448499999999995	50	60	0.98995500000000003	2664.503577	53.183703999999999	-791436.07801299996	2570.4557159999999	17.879936000000001	63.810214000000002	43.938402000000004	95.010479000000004	31.179020000000001	4128.1362520000002	1.5312239999999999	790673.05809499999	0	0	0	20	19.852278999999999	100	0	4.0594890000000001	0	0	0	100	97.002095999999995	100	0	0.99437299999999995	50	60	0.99062399999999995	2662.4829650000001	53.249659000000001	-791246.45695599995	62	52	1	75	68	1	25	22	1	260	250	1	572.89886100000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
