442394	2025-03-31 05:44:54	87.649192810058594	79.774505615234375	94.940002441406236	5045	55.634521484375	3818.21435546875	51.553184509277344	23.073331832885746	5.0772747993469238	60.000003814697266	55	55.219245910644531	55	55.366924285888672	55	55.655860900878906	2	61.504134000000001	27.479192733764648	35.637500762939453	8.8031511306762695	8.4370155334472656	0	1	1	1	0	1	3697.5890570000001	55.712156999999998	0	0	0	1	87.489738000000003	87.570732000000007	87.570732000000007	60.000003999999997	59.750008000000001	94.741448000000005	4805.970018	3712.5805740000001	51.558266000000003	23.069547	5.1235340000000003	94.703948999999994	4793.4702479999996	57.168208	3712.7462150000001	51.557028000000003	23.071560999999999	5.12392	59.9998	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.59059099999999998	0	8.3656319999999997	0	-0.59059099999999998	-4.1341380000000001	-0.010525	0.031829999999999997	0.65588400000000002	-0.28798000000000001	100	99.742445000000004	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.74244499999998	4	87.570732000000007	3841.8023699999999	0.43785400000000002	-400800.08555800002	100	99.704946000000007	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.70494599999995	4	87.489738000000003	3841.915571	0.43744899999999998	-400800.04769099999	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442395	2025-03-31 05:45:54	89.370979309082031	79.778778076171875	94.940002441406236	5045	55.358932495117188	3337.93896484375	53.036384582519531	22.971670150756836	5.3947467803955078	60.000003814697266	55	55.217105865478509	55	55.366924285888672	55	55.662281036376953	2	61.506272000000003	28.851665496826172	35.286636352539062	8.7993707656860352	8.4664220809936523	0	1	0	0	0	1	3696.2763669999999	55.591301999999999	0	0	0	1	87.837256999999994	87.841723999999999	87.841723999999999	60.000003999999997	60.065930000000002	94.675939999999997	4781.4704069999998	3709.8379460000001	53.041108999999999	22.969757000000001	5.4371070000000001	94.685828999999998	4784.7667389999997	60.248375000000003	3709.8071799999998	53.041052000000001	22.969868000000002	5.4371289999999997	60.000484	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-1.243358	0	-11.999840000000001	0	-1.243358	-8.7035090000000004	-0.018120000000000001	-0.010201999999999999	1.0308330000000001	1.1134630000000001	100	99.676936999999995	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.67693699999995	4	87.841723999999999	3840.3403010000002	0.43920900000000002	-400800.02146999998	100	99.686825999999996	0	0	15	15	59.851573000000002	30	60	20	40	10	30	10	70	40	1	100	100	799.53839900000003	4	87.837256999999994	3840.3191700000002	0.43918600000000002	-400799.88290000003	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442396	2025-03-31 05:46:54	87.088150024414062	79.772361755371094	94.940002441406236	5045	55.706024169921875	3499.357666015625	52.500251770019531	23.088314056396484	5.4038825035095215	60.000003814697266	55	55.210685729980469	55	55.366924285888672	55	55.666561126708984	2	61.504133000000003	27.765518188476559	34.342258453369141	8.8110237121582031	8.5229263305664062	0	1	1	1	0	1	3679.1827800000001	55.565797000000003	0	0	0	1	87.871437	87.936330999999996	87.936330999999996	60.000003999999997	59.750008000000001	94.709969000000001	4792.4637599999996	3692.1774399999999	52.506276999999997	23.083846000000001	5.443041	94.672470000000004	4779.9639900000002	57.472186000000001	3692.3350230000001	52.505277999999997	23.085460000000001	5.4433509999999998	59.997987999999999	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.68610700000000002	0	7.6970210000000003	0	-0.68610700000000002	-4.8027490000000004	-0.013358999999999999	0.032957	1.2988409999999999	0.45690700000000001	100	99.710965999999999	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.71096599999998	4	87.936330999999996	3822.3494169999999	0.43968200000000002	-400700.05593799998	100	99.673466000000005	0	0	15	15	60	30	60	20	40	10	30	10	70	40	0	0	0	699.67346599999996	4	87.871437	3822.4570699999999	0.439357	-400700.01815100003	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442397	2025-03-31 05:47:54	89.008308410644531	79.778778076171875	94.940002441406236	5045	55.292201995849609	3718.435302734375	51.665550231933594	23.094734191894531	5.3661971092224121	60.000003814697266	55	55.219245910644531	55	55.371204376220703	55	55.670841217041016	2	61.510016999999998	28.263505935668945	35.323127746582031	8.7725515365600586	8.3980722427368164	0	1	0	0	0	1	3648.7767739999999	55.514324999999999	0	0	0	1	87.989388000000005	88.009636	88.009636	60.000003999999997	59.848177	94.689919000000003	4779.5879560000003	3659.84202	51.671120999999999	23.090129000000001	5.4042849999999998	94.667145000000005	4771.9966059999997	58.833365000000001	3659.9281420000002	51.670797999999998	23.090631999999999	5.4043809999999999	60.000864	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-1.138198	0	-0.37603399999999998	0	-1.138198	-7.967384	-0.0053249999999999999	0.021357000000000001	1.561742	1.1725760000000001	100	99.690916000000001	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.69091600000002	4	88.009636	3789.1350929999999	0.44004799999999999	-400800.03627400001	100	99.668142000000003	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.66814199999999	4	87.989388000000005	3789.1940100000002	0.43994699999999998	-400800.01342199999	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442398	2025-03-31 05:48:54	88.518524169921875	79.776641845703125	94.940002441406236	5045	55.138050079345703	3787.77978515625	52.638298034667969	22.913883209228516	5.2931103706359863	60.000003814697266	55	55.217105865478509	55	55.366924285888672	55	55.660140991210938	2	61.505203000000002	27.772787094116211	36.506023406982422	8.7521991729736328	8.3359651565551758	0	1	1	1	0	1	3656.909776	55.425946000000003	0	0	0	1	88.184569999999994	88.217934999999997	88.217934999999997	60.000003999999997	59.750008000000001	94.693685000000002	4779.2432950000002	3668.9977730000001	52.644478999999997	22.907699000000001	5.3323539999999996	94.656186000000005	4766.7435249999999	58.079822	3669.139588	52.643948999999999	22.908529000000001	5.3325129999999996	59.997833	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.75044	0	7.2466900000000001	0	-0.75044	-5.2530809999999999	-0.010959999999999999	0.035164000000000001	1.8075429999999999	1.1682060000000001	100	99.694682	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.69468199999994	4	88.217934999999997	3798.9874020000002	0.44108999999999998	-400800.04107799998	100	99.657182000000006	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.65718200000003	4	88.184569999999994	3799.0844269999998	0.44092300000000001	-400800.00344900001	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442399	2025-03-31 05:49:54	88.712203979492188	79.776641845703125	94.940002441406236	5045	55.261341094970703	3950.739501953125	52.686454772949219	23.047649383544918	5.2234487533569336	60.000003814697266	55	55.219245910644531	55	55.371204376220703	55	55.655860900878906	2	61.505738000000001	26.654325485229492	35.028720855712891	8.8065032958984375	8.5304708480834961	0	1	0	0	0	1	3673.2899309999998	55.351309999999998	0	0	0	1	88.437766999999994	88.439404999999994	88.439404999999994	60.000003999999997	60.209885999999997	94.609009999999998	4753.2697390000003	3683.601439	52.693094000000002	23.040762000000001	5.2573840000000001	94.640491999999995	4763.7638530000004	61.045554000000003	3683.4971959999998	52.693098999999997	23.040803	5.2573920000000003	60.000571000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.42566700000000002	0	-13.473786	0	-0.42566700000000002	-2.9796719999999999	-0.015692999999999999	-0.031597	2.034608	2.3829359999999999	100	99.610005999999998	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.610006	4	88.439404999999994	3813.7243400000002	0.44219700000000001	-400799.95759399998	100	99.641489000000007	0	0	15	15	59.373260999999999	30	60	20	40	10	30	10	70	40	1	100	100	799.01475000000005	4	88.437766999999994	3813.6529009999999	0.442189	-400799.36229800002	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442400	2025-03-31 05:50:54	87.630928039550781	79.774505615234375	94.940002441406236	5045	55.666263580322266	3593.3583984375	52.628665924072266	23.160013198852539	5.2337265014648438	60.000003814697266	55	55.217105865478509	55	55.364784240722656	55	55.662281036376953	2	61.504669	26.710367202758789	34.499755859375	8.7771701812744141	8.5767545700073242	0	1	1	1	0	1	3704.2524410000001	55.412776000000001	0	0	0	1	88.568702999999999	88.768703000000002	88.768703000000002	60.000003999999997	59.754350000000002	94.663895999999994	4773.3868320000001	3713.873971	52.638997000000003	23.146917999999999	5.2635379999999996	94.627048000000002	4761.104147	54.908569	3714.096904	52.635992000000002	23.151890000000002	5.2644919999999997	60.000898999999997	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.37995800000000002	0	9.6229790000000008	0	-0.37995800000000002	-2.6597059999999999	-0.013445	0.022848	2.2541720000000001	0.556728	100	99.664891999999995	0	0	15	15	60	30	60	20	30	10	40	10	70	40	0	0	0	699.66489200000001	4	88.768703000000002	3844.2770999999998	0.44384400000000002	-400700.01407199999	100	99.628044000000003	0	0	15	15	60	30	60	20	40	10	30	10	70	40	0	0	0	699.62804400000005	4	88.568702999999999	3844.4285709999999	0.44284400000000002	-400699.97626000002	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442401	2025-03-31 05:51:54	89.059295654296875	79.776641845703125	94.940002441406236	5045	55.38238525390625	3707.77685546875	51.832489013671875	22.868936538696289	5.5523409843444824	60.000003814697266	55	55.217105865478509	55	55.364784240722656	55	55.664421081542969	2	61.505738000000001	28.075836181640625	36.152179718017578	8.7823629379272461	8.6277437210083008	0	1	0	0	0	1	3681.451497	55.348047999999999	0	0	0	1	89.084991000000002	89.184828999999993	89.184828999999993	60.000003999999997	59.750109999999999	94.641879000000003	4765.3429779999997	3690.169222	51.841594999999998	22.858671999999999	5.5828759999999997	94.604394999999997	4752.8482910000002	56.132337999999997	3690.344208	51.840076000000003	22.861153999999999	5.5833519999999996	59.315601000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-1.179408	0	4.2388320000000004	0	-1.179408	-8.2558559999999996	-0.022653	0.030495000000000001	2.2368950000000001	1.175808	100	99.642875000000004	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.642875	4	89.184828999999993	3819.4004110000001	0.44592399999999999	-400799.99415799999	100	99.605390999999997	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.60539100000005	4	89.084991000000002	3819.5196430000001	0.44542500000000002	-400799.95621099998	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442402	2025-03-31 05:52:54	88.087455749511719	79.776641845703125	94.940002441406236	5045	55.116184234619141	3259.990478515625	52.535568237304688	22.95347785949707	5.3433570861816406	60.000003814697266	55	55.219245910644531	55	55.358364105224609	55	55.651580810546875	2	61.501458	27.8193359375	35.396598815917969	8.7952804565429688	8.5179548263549805	0	1	1	1	0	1	3630.399034	55.312845000000003	0	0	0	1	89.033935999999997	89.133773000000005	89.133773000000005	60.000003999999997	59.750109999999999	94.625596000000002	4762.5261920000003	3638.8122170000001	52.544868999999998	22.942874	5.3753289999999998	94.588111999999995	4750.0315039999996	55.420552999999998	3638.9872009999999	52.543351000000001	22.945356	5.3758049999999997	58.580613999999997	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.40239799999999998	0	9.6779010000000003	0	-0.40239799999999998	-2.8167870000000002	-0.016282999999999999	0.030495000000000001	1.9568479999999999	0.90349500000000005	100	99.626592000000002	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.62659199999996	4	89.133773000000005	3768.7679159999998	0.44566899999999998	-400799.97763500002	100	99.589107999999996	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.58910800000001	4	89.033935999999997	3768.88717	0.44517000000000001	-400799.93968900002	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442403	2025-03-31 05:53:54	87.538337707519531	79.780921936035156	94.940002441406236	5045	55.658794403076179	3914.65478515625	52.448883056640625	23.239202499389648	5.2440047264099121	60.000003814697266	55	55.221385955810547	55	55.364784240722656	55	55.664421081542969	2	61.507877999999998	27.316783905029297	35.240043640136719	8.8350439071655273	8.3844203948974609	0	1	0	0	0	1	3641.114638	55.416994000000003	0	0	0	1	89.215057000000002	89.314895000000007	89.314895000000007	60.000003999999997	59.750109999999999	94.621043	4760.9482760000001	3649.3361380000001	52.457942000000003	23.228863	5.2772740000000002	94.583558999999994	4748.4535889999997	55.314815000000003	3649.5111200000001	52.456423999999998	23.231344	5.2777510000000003	58.467360999999997	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.22541600000000001	0	10.916772	0	-0.22541600000000001	-1.577915	-0.0045519999999999996	0.030495000000000001	1.626028	0.575179	100	99.622039999999998	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.62203999999997	4	89.314895000000007	3779.5704110000001	0.44657400000000003	-400799.97399299999	100	99.584554999999995	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.58455500000002	4	89.215057000000002	3779.6896839999999	0.446075	-400799.936047	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.19022500514984131	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442404	2025-03-31 05:54:54	88.421951293945312	79.780921936035156	94.940002441406236	5045	55.779170989990234	3827.845458984375	52.753868103027344	23.110786437988281	5.7704606056213379	60.000003814697266	55	55.219245910644531	55	55.369064331054688	55	55.666561126708984	2	61.508947999999997	28.151927947998047	34.825576782226562	8.8359756469726562	8.6067781448364258	0	1	1	1	0	1	3695.5486919999998	55.520560000000003	0	0	0	1	89.126244	89.226080999999994	89.226080999999994	60.000003999999997	59.750109999999999	94.617812999999998	4763.9593100000002	3703.170001	52.763250999999997	23.100629000000001	5.8033809999999999	94.580329000000006	4751.4646220000004	56.167152999999999	3703.344979	52.761732000000002	23.103110999999998	5.8038569999999998	59.345820000000003	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.43014799999999997	0	15.505720999999999	0	0.43014799999999997	3.0110329999999998	-0.0032309999999999999	0.030495000000000001	1.802821	0.74326499999999995	100	99.618808999999999	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.61880900000006	4	89.226080999999994	3833.69148	0.44613000000000003	-400799.97032099997	100	99.581323999999995	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.581324	4	89.126244	3833.8107439999999	0.445631	-400799.93237499997	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442405	2025-03-31 05:55:54	90.031967163085938	79.776641845703125	94.940002441406236	5045	56.073539733886719	3712.656494140625	52.490623474121094	23.185695648193359	5.3193755149841309	60.000003814697266	55	55.219245910644531	55	55.369064331054688	55	55.658000946044922	2	61.505738000000001	28.387168884277344	36.518539428710938	8.7865743637084961	8.8505449295043945	0	1	0	0	0	1	3719.2485620000002	55.602015000000002	0	0	0	1	89.348220999999995	89.363406999999995	89.363406999999995	60.000003999999997	59.885993999999997	94.592769000000004	4757.8772399999998	3724.6832869999998	52.499485999999997	23.177533	5.3464650000000002	94.575667999999993	4752.1767390000005	59.123975999999999	3724.747946	52.499243999999997	23.177910000000001	5.3465369999999997	60.000821999999999	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	0.101731	0	6.4126180000000002	0	0.101731	0.712117	-0.0046610000000000002	0.016038	2.4306770000000002	2.138395	100	99.593765000000005	0	0	15	15	60	30	60	20	30	10	40	10	70	40	1	100	100	799.59376499999996	4	89.363406999999995	3855.1827210000001	0.44681700000000002	-400799.94598999998	100	99.576663999999994	0	0	15	15	60	30	60	20	40	10	30	10	70	40	1	100	100	799.57666400000005	4	89.348220999999995	3855.226885	0.446741	-400799.92882899998	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.496263	2251.020192	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5045	5047.1925449999999	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731749999997	6647.3940579999999	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
